csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path,resource_type
ibm,user_management,authenticator.authenticator_id,item.authenticator_id,string,Yes,ibm.user_management.get-authenticator,read_list,Yes,ibm.user_management.get-authenticator,ibm.user_management.get-authenticator,1,0,ibm.user_management.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_authenticator().get_result(),,authenticator
ibm,user_management,authenticator.authenticator_name,item.authenticator_name,string,No,ibm.user_management.get-authenticator,read_list,Yes,ibm.user_management.get-authenticator,ibm.user_management.get-authenticator,1,0,ibm.user_management.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_authenticator().get_result(),,authenticator
ibm,user_management,crn,item.crn,string,Yes,ibm.user_management.get-authenticator,read_list,Yes,ibm.user_management.get-authenticator,ibm.user_management.get-authenticator,1,0,ibm.user_management.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_authenticator().get_result(),,
ibm,user_management,authenticator.authenticator_status,item.authenticator_status,string,No,ibm.user_management.get-authenticator,read_list,Yes,ibm.user_management.get-authenticator,ibm.user_management.get-authenticator,1,0,ibm.user_management.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_authenticator().get_result(),,authenticator
ibm,user_management,authenticator.created_at,item.created_at,string,No,ibm.user_management.get-authenticator,read_list,Yes,ibm.user_management.get-authenticator,ibm.user_management.get-authenticator,1,0,ibm.user_management.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_authenticator().get_result(),,authenticator
ibm,user_management,authenticator.tags,item.tags,array,No,ibm.user_management.get-authenticator,read_list,Yes,ibm.user_management.get-authenticator,ibm.user_management.get-authenticator,1,0,ibm.user_management.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_authenticator().get_result(),,authenticator
ibm,user_management,enable_gzip_compression.enable_gzip_compression_id,item.enable_gzip_compression_id,string,Yes,ibm.user_management.get-enable-gzip-compression,read_list,Yes,ibm.user_management.get-enable-gzip-compression,ibm.user_management.get-enable-gzip-compression,1,0,ibm.user_management.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,user_management,enable_gzip_compression.enable_gzip_compression_name,item.enable_gzip_compression_name,string,No,ibm.user_management.get-enable-gzip-compression,read_list,Yes,ibm.user_management.get-enable-gzip-compression,ibm.user_management.get-enable-gzip-compression,1,0,ibm.user_management.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,user_management,enable_gzip_compression.enable_gzip_compression_status,item.enable_gzip_compression_status,string,No,ibm.user_management.get-enable-gzip-compression,read_list,Yes,ibm.user_management.get-enable-gzip-compression,ibm.user_management.get-enable-gzip-compression,1,0,ibm.user_management.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,user_management,enable_gzip_compression.created_at,item.created_at,string,No,ibm.user_management.get-enable-gzip-compression,read_list,Yes,ibm.user_management.get-enable-gzip-compression,ibm.user_management.get-enable-gzip-compression,1,0,ibm.user_management.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,user_management,enable_gzip_compression.tags,item.tags,array,No,ibm.user_management.get-enable-gzip-compression,read_list,Yes,ibm.user_management.get-enable-gzip-compression,ibm.user_management.get-enable-gzip-compression,1,0,ibm.user_management.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,user_management,http_client.http_client_id,item.http_client_id,string,Yes,ibm.user_management.get-http-client,read_list,Yes,ibm.user_management.get-http-client,ibm.user_management.get-http-client,1,0,ibm.user_management.get-http-client[http_client_id|http_client_name|http_client_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_http_client().get_result(),,http_client
ibm,user_management,http_client.http_client_name,item.http_client_name,string,No,ibm.user_management.get-http-client,read_list,Yes,ibm.user_management.get-http-client,ibm.user_management.get-http-client,1,0,ibm.user_management.get-http-client[http_client_id|http_client_name|http_client_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_http_client().get_result(),,http_client
ibm,user_management,http_client.http_client_status,item.http_client_status,string,No,ibm.user_management.get-http-client,read_list,Yes,ibm.user_management.get-http-client,ibm.user_management.get-http-client,1,0,ibm.user_management.get-http-client[http_client_id|http_client_name|http_client_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_http_client().get_result(),,http_client
ibm,user_management,http_client.created_at,item.created_at,string,No,ibm.user_management.get-http-client,read_list,Yes,ibm.user_management.get-http-client,ibm.user_management.get-http-client,1,0,ibm.user_management.get-http-client[http_client_id|http_client_name|http_client_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_http_client().get_result(),,http_client
ibm,user_management,http_client.tags,item.tags,array,No,ibm.user_management.get-http-client,read_list,Yes,ibm.user_management.get-http-client,ibm.user_management.get-http-client,1,0,ibm.user_management.get-http-client[http_client_id|http_client_name|http_client_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_http_client().get_result(),,http_client
ibm,user_management,user_profile.user_profile_id,item.user_profile_id,string,Yes,ibm.user_management.get-user-profile,read_list,Yes,ibm.user_management.get-user-profile,ibm.user_management.get-user-profile,1,0,ibm.user_management.get-user-profile[user_profile_id|user_profile_name|user_profile_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_user_profile().get_result(),,user_profile
ibm,user_management,user_profile.user_profile_name,item.user_profile_name,string,No,ibm.user_management.get-user-profile,read_list,Yes,ibm.user_management.get-user-profile,ibm.user_management.get-user-profile,1,0,ibm.user_management.get-user-profile[user_profile_id|user_profile_name|user_profile_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_user_profile().get_result(),,user_profile
ibm,user_management,user_profile.user_profile_status,item.user_profile_status,string,No,ibm.user_management.get-user-profile,read_list,Yes,ibm.user_management.get-user-profile,ibm.user_management.get-user-profile,1,0,ibm.user_management.get-user-profile[user_profile_id|user_profile_name|user_profile_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_user_profile().get_result(),,user_profile
ibm,user_management,user_profile.created_at,item.created_at,string,No,ibm.user_management.get-user-profile,read_list,Yes,ibm.user_management.get-user-profile,ibm.user_management.get-user-profile,1,0,ibm.user_management.get-user-profile[user_profile_id|user_profile_name|user_profile_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_user_profile().get_result(),,user_profile
ibm,user_management,user_profile.tags,item.tags,array,No,ibm.user_management.get-user-profile,read_list,Yes,ibm.user_management.get-user-profile,ibm.user_management.get-user-profile,1,0,ibm.user_management.get-user-profile[user_profile_id|user_profile_name|user_profile_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_user_profile().get_result(),,user_profile
ibm,user_management,user_setting.user_setting_id,item.user_setting_id,string,Yes,ibm.user_management.get-user-settings,read_list,Yes,ibm.user_management.get-user-settings,ibm.user_management.get-user-settings,1,0,ibm.user_management.get-user-settings[user_setting_id|user_setting_name|user_setting_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_user_settings().get_result(),,user_setting
ibm,user_management,user_setting.user_setting_name,item.user_setting_name,string,No,ibm.user_management.get-user-settings,read_list,Yes,ibm.user_management.get-user-settings,ibm.user_management.get-user-settings,1,0,ibm.user_management.get-user-settings[user_setting_id|user_setting_name|user_setting_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_user_settings().get_result(),,user_setting
ibm,user_management,user_setting.user_setting_status,item.user_setting_status,string,No,ibm.user_management.get-user-settings,read_list,Yes,ibm.user_management.get-user-settings,ibm.user_management.get-user-settings,1,0,ibm.user_management.get-user-settings[user_setting_id|user_setting_name|user_setting_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_user_settings().get_result(),,user_setting
ibm,user_management,user_setting.created_at,item.created_at,string,No,ibm.user_management.get-user-settings,read_list,Yes,ibm.user_management.get-user-settings,ibm.user_management.get-user-settings,1,0,ibm.user_management.get-user-settings[user_setting_id|user_setting_name|user_setting_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_user_settings().get_result(),,user_setting
ibm,user_management,user_setting.tags,item.tags,array,No,ibm.user_management.get-user-settings,read_list,Yes,ibm.user_management.get-user-settings,ibm.user_management.get-user-settings,1,0,ibm.user_management.get-user-settings[user_setting_id|user_setting_name|user_setting_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().get_user_settings().get_result(),,user_setting
ibm,user_management,user.items,item.items,string,No,ibm.user_management.list-users,read_list,Yes,ibm.user_management.list-users,ibm.user_management.list-users,1,0,ibm.user_management.list-users[items|next_token|user_id|user_name|user_status|created_at|...],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().list_users().get_result(),,user
ibm,user_management,user.next_token,item.next_token,string,No,ibm.user_management.list-users,read_list,Yes,ibm.user_management.list-users,ibm.user_management.list-users,1,0,ibm.user_management.list-users[items|next_token|user_id|user_name|user_status|created_at|...],"equals, not_equals, contains, in",,ibm_platform_services.user_management.UserManagementV1().list_users().get_result(),,user
