csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path
oci,ai_speech,ocid,item.ocid,string,Yes,oci.ai_speech.list_customizations,read_list,Yes,oci.ai_speech.list_customizations,oci.ai_speech.list_customizations,1,0,oci.ai_speech.list_customizations[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,AiSpeechClient().list_customizations(compartment_id=compartment_id).data,/20160918/customizations
oci,ai_speech,compartment_id,item.compartment_id,string,Yes,oci.ai_speech.list_transcription_tasks,read_list,Yes,oci.ai_speech.list_transcription_tasks,oci.ai_speech.list_transcription_tasks,1,0,oci.ai_speech.list_transcription_tasks[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,AiSpeechClient().list_transcription_tasks(compartment_id=compartment_id).data,/20160918/transcriptionTasks
oci,ai_speech,customization.name,item.customization.name,string,No,oci.ai_speech.list_customizations,read_list,Yes,oci.ai_speech.list_customizations,oci.ai_speech.list_customizations,1,0,oci.ai_speech.list_customizations[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,AiSpeechClient().list_customizations(compartment_id=compartment_id).data,/20160918/customizations
oci,ai_speech,customization.status,item.customization.status,string,No,oci.ai_speech.list_customizations,read_list,Yes,oci.ai_speech.list_customizations,oci.ai_speech.list_customizations,1,0,oci.ai_speech.list_customizations[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,AiSpeechClient().list_customizations(compartment_id=compartment_id).data,/20160918/customizations
oci,ai_speech,customization.time_created,item.customization.time_created,string,No,oci.ai_speech.list_customizations,read_list,Yes,oci.ai_speech.list_customizations,oci.ai_speech.list_customizations,1,0,oci.ai_speech.list_customizations[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,AiSpeechClient().list_customizations(compartment_id=compartment_id).data,/20160918/customizations
oci,ai_speech,customization.freeform_tags,item.customization.freeform_tags,object,No,oci.ai_speech.list_customizations,read_list,Yes,oci.ai_speech.list_customizations,oci.ai_speech.list_customizations,1,0,oci.ai_speech.list_customizations[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",AiSpeechClient().list_customizations(compartment_id=compartment_id).data,/20160918/customizations
oci,ai_speech,customization.defined_tags,item.customization.defined_tags,object,No,oci.ai_speech.list_customizations,read_list,Yes,oci.ai_speech.list_customizations,oci.ai_speech.list_customizations,1,0,oci.ai_speech.list_customizations[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",AiSpeechClient().list_customizations(compartment_id=compartment_id).data,/20160918/customizations
oci,ai_speech,transcription_job.name,item.transcription_job.name,string,No,oci.ai_speech.list_transcription_jobs,read_list,Yes,oci.ai_speech.list_transcription_jobs,oci.ai_speech.list_transcription_jobs,1,0,oci.ai_speech.list_transcription_jobs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,AiSpeechClient().list_transcription_jobs(compartment_id=compartment_id).data,/20160918/transcriptionJobs
oci,ai_speech,transcription_job.status,item.transcription_job.status,string,No,oci.ai_speech.list_transcription_jobs,read_list,Yes,oci.ai_speech.list_transcription_jobs,oci.ai_speech.list_transcription_jobs,1,0,oci.ai_speech.list_transcription_jobs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,AiSpeechClient().list_transcription_jobs(compartment_id=compartment_id).data,/20160918/transcriptionJobs
oci,ai_speech,transcription_job.time_created,item.transcription_job.time_created,string,No,oci.ai_speech.list_transcription_jobs,read_list,Yes,oci.ai_speech.list_transcription_jobs,oci.ai_speech.list_transcription_jobs,1,0,oci.ai_speech.list_transcription_jobs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,AiSpeechClient().list_transcription_jobs(compartment_id=compartment_id).data,/20160918/transcriptionJobs
oci,ai_speech,transcription_job.freeform_tags,item.transcription_job.freeform_tags,object,No,oci.ai_speech.list_transcription_jobs,read_list,Yes,oci.ai_speech.list_transcription_jobs,oci.ai_speech.list_transcription_jobs,1,0,oci.ai_speech.list_transcription_jobs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",AiSpeechClient().list_transcription_jobs(compartment_id=compartment_id).data,/20160918/transcriptionJobs
oci,ai_speech,transcription_job.defined_tags,item.transcription_job.defined_tags,object,No,oci.ai_speech.list_transcription_jobs,read_list,Yes,oci.ai_speech.list_transcription_jobs,oci.ai_speech.list_transcription_jobs,1,0,oci.ai_speech.list_transcription_jobs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",AiSpeechClient().list_transcription_jobs(compartment_id=compartment_id).data,/20160918/transcriptionJobs
oci,ai_speech,transcription_task.name,item.transcription_task.name,string,No,oci.ai_speech.list_transcription_tasks,read_list,Yes,oci.ai_speech.list_transcription_tasks,oci.ai_speech.list_transcription_tasks,1,0,oci.ai_speech.list_transcription_tasks[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,AiSpeechClient().list_transcription_tasks(compartment_id=compartment_id).data,/20160918/transcriptionTasks
oci,ai_speech,transcription_task.status,item.transcription_task.status,string,No,oci.ai_speech.list_transcription_tasks,read_list,Yes,oci.ai_speech.list_transcription_tasks,oci.ai_speech.list_transcription_tasks,1,0,oci.ai_speech.list_transcription_tasks[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,AiSpeechClient().list_transcription_tasks(compartment_id=compartment_id).data,/20160918/transcriptionTasks
oci,ai_speech,transcription_task.time_created,item.transcription_task.time_created,string,No,oci.ai_speech.list_transcription_tasks,read_list,Yes,oci.ai_speech.list_transcription_tasks,oci.ai_speech.list_transcription_tasks,1,0,oci.ai_speech.list_transcription_tasks[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,AiSpeechClient().list_transcription_tasks(compartment_id=compartment_id).data,/20160918/transcriptionTasks
oci,ai_speech,transcription_task.freeform_tags,item.transcription_task.freeform_tags,object,No,oci.ai_speech.list_transcription_tasks,read_list,Yes,oci.ai_speech.list_transcription_tasks,oci.ai_speech.list_transcription_tasks,1,0,oci.ai_speech.list_transcription_tasks[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",AiSpeechClient().list_transcription_tasks(compartment_id=compartment_id).data,/20160918/transcriptionTasks
oci,ai_speech,transcription_task.defined_tags,item.transcription_task.defined_tags,object,No,oci.ai_speech.list_transcription_tasks,read_list,Yes,oci.ai_speech.list_transcription_tasks,oci.ai_speech.list_transcription_tasks,1,0,oci.ai_speech.list_transcription_tasks[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",AiSpeechClient().list_transcription_tasks(compartment_id=compartment_id).data,/20160918/transcriptionTasks
oci,ai_speech,voic.name,item.voic.name,string,No,oci.ai_speech.list_voices,read_list,Yes,oci.ai_speech.list_voices,oci.ai_speech.list_voices,1,0,oci.ai_speech.list_voices[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,AiSpeechClient().list_voices(compartment_id=compartment_id).data,/20160918/voices
oci,ai_speech,voic.status,item.voic.status,string,No,oci.ai_speech.list_voices,read_list,Yes,oci.ai_speech.list_voices,oci.ai_speech.list_voices,1,0,oci.ai_speech.list_voices[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,AiSpeechClient().list_voices(compartment_id=compartment_id).data,/20160918/voices
oci,ai_speech,voic.time_created,item.voic.time_created,string,No,oci.ai_speech.list_voices,read_list,Yes,oci.ai_speech.list_voices,oci.ai_speech.list_voices,1,0,oci.ai_speech.list_voices[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,AiSpeechClient().list_voices(compartment_id=compartment_id).data,/20160918/voices
oci,ai_speech,voic.freeform_tags,item.voic.freeform_tags,object,No,oci.ai_speech.list_voices,read_list,Yes,oci.ai_speech.list_voices,oci.ai_speech.list_voices,1,0,oci.ai_speech.list_voices[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",AiSpeechClient().list_voices(compartment_id=compartment_id).data,/20160918/voices
