csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path
oci,marketplace,ocid,item.ocid,string,Yes,oci.marketplace.list_accepted_agreements,read_list,Yes,oci.marketplace.list_accepted_agreements,oci.marketplace.list_accepted_agreements,1,0,oci.marketplace.list_accepted_agreements[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,MarketplaceClient().list_accepted_agreements(compartment_id=compartment_id).data,/20160918/acceptedAgreements
oci,marketplace,compartment_id,item.compartment_id,string,Yes,oci.marketplace.list_marketplace_metadata_public_keys,read_list,Yes,oci.marketplace.list_marketplace_metadata_public_keys,oci.marketplace.list_marketplace_metadata_public_keys,1,0,oci.marketplace.list_marketplace_metadata_public_keys[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,MarketplaceClient().list_marketplace_metadata_public_keys(compartment_id=compartment_id).data,/20160918/marketplaceMetadataPublicKeys
oci,marketplace,accepted_agreement.name,item.accepted_agreement.name,string,No,oci.marketplace.list_accepted_agreements,read_list,Yes,oci.marketplace.list_accepted_agreements,oci.marketplace.list_accepted_agreements,1,0,oci.marketplace.list_accepted_agreements[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,MarketplaceClient().list_accepted_agreements(compartment_id=compartment_id).data,/20160918/acceptedAgreements
oci,marketplace,accepted_agreement.status,item.accepted_agreement.status,string,No,oci.marketplace.list_accepted_agreements,read_list,Yes,oci.marketplace.list_accepted_agreements,oci.marketplace.list_accepted_agreements,1,0,oci.marketplace.list_accepted_agreements[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,MarketplaceClient().list_accepted_agreements(compartment_id=compartment_id).data,/20160918/acceptedAgreements
oci,marketplace,accepted_agreement.time_created,item.accepted_agreement.time_created,string,No,oci.marketplace.list_accepted_agreements,read_list,Yes,oci.marketplace.list_accepted_agreements,oci.marketplace.list_accepted_agreements,1,0,oci.marketplace.list_accepted_agreements[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,MarketplaceClient().list_accepted_agreements(compartment_id=compartment_id).data,/20160918/acceptedAgreements
oci,marketplace,accepted_agreement.freeform_tags,item.accepted_agreement.freeform_tags,object,No,oci.marketplace.list_accepted_agreements,read_list,Yes,oci.marketplace.list_accepted_agreements,oci.marketplace.list_accepted_agreements,1,0,oci.marketplace.list_accepted_agreements[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",MarketplaceClient().list_accepted_agreements(compartment_id=compartment_id).data,/20160918/acceptedAgreements
oci,marketplace,accepted_agreement.defined_tags,item.accepted_agreement.defined_tags,object,No,oci.marketplace.list_accepted_agreements,read_list,Yes,oci.marketplace.list_accepted_agreements,oci.marketplace.list_accepted_agreements,1,0,oci.marketplace.list_accepted_agreements[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",MarketplaceClient().list_accepted_agreements(compartment_id=compartment_id).data,/20160918/acceptedAgreements
oci,marketplace,agreement.name,item.agreement.name,string,No,oci.marketplace.list_agreements,read_list,Yes,oci.marketplace.list_agreements,oci.marketplace.list_agreements,1,0,oci.marketplace.list_agreements[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,MarketplaceClient().list_agreements(compartment_id=compartment_id).data,/20160918/agreements
oci,marketplace,agreement.status,item.agreement.status,string,No,oci.marketplace.list_agreements,read_list,Yes,oci.marketplace.list_agreements,oci.marketplace.list_agreements,1,0,oci.marketplace.list_agreements[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,MarketplaceClient().list_agreements(compartment_id=compartment_id).data,/20160918/agreements
oci,marketplace,agreement.time_created,item.agreement.time_created,string,No,oci.marketplace.list_agreements,read_list,Yes,oci.marketplace.list_agreements,oci.marketplace.list_agreements,1,0,oci.marketplace.list_agreements[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,MarketplaceClient().list_agreements(compartment_id=compartment_id).data,/20160918/agreements
