csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path
oci,disaster_recovery,ocid,item.ocid,string,Yes,oci.disaster_recovery.list_automatic_dr_configurations,read_list,Yes,oci.disaster_recovery.list_automatic_dr_configurations,oci.disaster_recovery.list_automatic_dr_configurations,1,0,oci.disaster_recovery.list_automatic_dr_configurations[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,DisasterRecoveryClient().list_automatic_dr_configurations(compartment_id=compartment_id).data,/20160918/automaticDrConfigurations
oci,disaster_recovery,compartment_id,item.compartment_id,string,Yes,oci.disaster_recovery.list_work_requests,read_list,Yes,oci.disaster_recovery.list_work_requests,oci.disaster_recovery.list_work_requests,1,0,oci.disaster_recovery.list_work_requests[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,DisasterRecoveryClient().list_work_requests(compartment_id=compartment_id).data,/20160918/workRequests
oci,disaster_recovery,automatic_dr_configuration.name,item.automatic_dr_configuration.name,string,No,oci.disaster_recovery.list_automatic_dr_configurations,read_list,Yes,oci.disaster_recovery.list_automatic_dr_configurations,oci.disaster_recovery.list_automatic_dr_configurations,1,0,oci.disaster_recovery.list_automatic_dr_configurations[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DisasterRecoveryClient().list_automatic_dr_configurations(compartment_id=compartment_id).data,/20160918/automaticDrConfigurations
oci,disaster_recovery,automatic_dr_configuration.status,item.automatic_dr_configuration.status,string,No,oci.disaster_recovery.list_automatic_dr_configurations,read_list,Yes,oci.disaster_recovery.list_automatic_dr_configurations,oci.disaster_recovery.list_automatic_dr_configurations,1,0,oci.disaster_recovery.list_automatic_dr_configurations[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DisasterRecoveryClient().list_automatic_dr_configurations(compartment_id=compartment_id).data,/20160918/automaticDrConfigurations
oci,disaster_recovery,automatic_dr_configuration.time_created,item.automatic_dr_configuration.time_created,string,No,oci.disaster_recovery.list_automatic_dr_configurations,read_list,Yes,oci.disaster_recovery.list_automatic_dr_configurations,oci.disaster_recovery.list_automatic_dr_configurations,1,0,oci.disaster_recovery.list_automatic_dr_configurations[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,DisasterRecoveryClient().list_automatic_dr_configurations(compartment_id=compartment_id).data,/20160918/automaticDrConfigurations
oci,disaster_recovery,automatic_dr_configuration.freeform_tags,item.automatic_dr_configuration.freeform_tags,object,No,oci.disaster_recovery.list_automatic_dr_configurations,read_list,Yes,oci.disaster_recovery.list_automatic_dr_configurations,oci.disaster_recovery.list_automatic_dr_configurations,1,0,oci.disaster_recovery.list_automatic_dr_configurations[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DisasterRecoveryClient().list_automatic_dr_configurations(compartment_id=compartment_id).data,/20160918/automaticDrConfigurations
oci,disaster_recovery,automatic_dr_configuration.defined_tags,item.automatic_dr_configuration.defined_tags,object,No,oci.disaster_recovery.list_automatic_dr_configurations,read_list,Yes,oci.disaster_recovery.list_automatic_dr_configurations,oci.disaster_recovery.list_automatic_dr_configurations,1,0,oci.disaster_recovery.list_automatic_dr_configurations[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DisasterRecoveryClient().list_automatic_dr_configurations(compartment_id=compartment_id).data,/20160918/automaticDrConfigurations
oci,disaster_recovery,dr_plan.name,item.dr_plan.name,string,No,oci.disaster_recovery.list_dr_plans,read_list,Yes,oci.disaster_recovery.list_dr_plans,oci.disaster_recovery.list_dr_plans,1,0,oci.disaster_recovery.list_dr_plans[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DisasterRecoveryClient().list_dr_plans(compartment_id=compartment_id).data,/20160918/drPlans
oci,disaster_recovery,dr_plan.status,item.dr_plan.status,string,No,oci.disaster_recovery.list_dr_plans,read_list,Yes,oci.disaster_recovery.list_dr_plans,oci.disaster_recovery.list_dr_plans,1,0,oci.disaster_recovery.list_dr_plans[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DisasterRecoveryClient().list_dr_plans(compartment_id=compartment_id).data,/20160918/drPlans
oci,disaster_recovery,dr_plan.time_created,item.dr_plan.time_created,string,No,oci.disaster_recovery.list_dr_plans,read_list,Yes,oci.disaster_recovery.list_dr_plans,oci.disaster_recovery.list_dr_plans,1,0,oci.disaster_recovery.list_dr_plans[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,DisasterRecoveryClient().list_dr_plans(compartment_id=compartment_id).data,/20160918/drPlans
