csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path,resource_type
ibm,iam_access_groups,access_group.access_group_id,item.access_group_id,string,Yes,ibm.iam_access_groups.get-access-group,read_list,Yes,ibm.iam_access_groups.get-access-group,ibm.iam_access_groups.get-access-group,1,0,ibm.iam_access_groups.get-access-group[access_group_id|access_group_name|crn|access_group_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.iam_access_groups.IamAccessGroupsV1().get_access_group().get_result(),,access_group
ibm,iam_access_groups,access_group.access_group_name,item.access_group_name,string,No,ibm.iam_access_groups.get-access-group,read_list,Yes,ibm.iam_access_groups.get-access-group,ibm.iam_access_groups.get-access-group,1,0,ibm.iam_access_groups.get-access-group[access_group_id|access_group_name|crn|access_group_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.iam_access_groups.IamAccessGroupsV1().get_access_group().get_result(),,access_group
ibm,iam_access_groups,crn,item.crn,string,Yes,ibm.iam_access_groups.get-access-group,read_list,Yes,ibm.iam_access_groups.get-access-group,ibm.iam_access_groups.get-access-group,1,0,ibm.iam_access_groups.get-access-group[access_group_id|access_group_name|crn|access_group_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.iam_access_groups.IamAccessGroupsV1().get_access_group().get_result(),,
ibm,iam_access_groups,access_group.access_group_status,item.access_group_status,string,No,ibm.iam_access_groups.get-access-group,read_list,Yes,ibm.iam_access_groups.get-access-group,ibm.iam_access_groups.get-access-group,1,0,ibm.iam_access_groups.get-access-group[access_group_id|access_group_name|crn|access_group_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.iam_access_groups.IamAccessGroupsV1().get_access_group().get_result(),,access_group
ibm,iam_access_groups,access_group.created_at,item.created_at,string,No,ibm.iam_access_groups.get-access-group,read_list,Yes,ibm.iam_access_groups.get-access-group,ibm.iam_access_groups.get-access-group,1,0,ibm.iam_access_groups.get-access-group[access_group_id|access_group_name|crn|access_group_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.iam_access_groups.IamAccessGroupsV1().get_access_group().get_result(),,access_group
ibm,iam_access_groups,access_group.tags,item.tags,array,No,ibm.iam_access_groups.get-access-group,read_list,Yes,ibm.iam_access_groups.get-access-group,ibm.iam_access_groups.get-access-group,1,0,ibm.iam_access_groups.get-access-group[access_group_id|access_group_name|crn|access_group_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.iam_access_groups.IamAccessGroupsV1().get_access_group().get_result(),,access_group
ibm,iam_access_groups,access_group_rule.access_group_rule_id,item.access_group_rule_id,string,Yes,ibm.iam_access_groups.get-access-group-rule,read_list,Yes,ibm.iam_access_groups.get-access-group-rule,ibm.iam_access_groups.get-access-group-rule,1,0,ibm.iam_access_groups.get-access-group-rule[access_group_rule_id|access_group_rule_name|access_group_rule_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.iam_access_groups.IamAccessGroupsV1().get_access_group_rule().get_result(),,access_group_rule
ibm,iam_access_groups,access_group_rule.access_group_rule_name,item.access_group_rule_name,string,No,ibm.iam_access_groups.get-access-group-rule,read_list,Yes,ibm.iam_access_groups.get-access-group-rule,ibm.iam_access_groups.get-access-group-rule,1,0,ibm.iam_access_groups.get-access-group-rule[access_group_rule_id|access_group_rule_name|access_group_rule_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.iam_access_groups.IamAccessGroupsV1().get_access_group_rule().get_result(),,access_group_rule
ibm,iam_access_groups,access_group_rule.access_group_rule_status,item.access_group_rule_status,string,No,ibm.iam_access_groups.get-access-group-rule,read_list,Yes,ibm.iam_access_groups.get-access-group-rule,ibm.iam_access_groups.get-access-group-rule,1,0,ibm.iam_access_groups.get-access-group-rule[access_group_rule_id|access_group_rule_name|access_group_rule_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.iam_access_groups.IamAccessGroupsV1().get_access_group_rule().get_result(),,access_group_rule
ibm,iam_access_groups,access_group_rule.created_at,item.created_at,string,No,ibm.iam_access_groups.get-access-group-rule,read_list,Yes,ibm.iam_access_groups.get-access-group-rule,ibm.iam_access_groups.get-access-group-rule,1,0,ibm.iam_access_groups.get-access-group-rule[access_group_rule_id|access_group_rule_name|access_group_rule_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.iam_access_groups.IamAccessGroupsV1().get_access_group_rule().get_result(),,access_group_rule
ibm,iam_access_groups,access_group_rule.tags,item.tags,array,No,ibm.iam_access_groups.get-access-group-rule,read_list,Yes,ibm.iam_access_groups.get-access-group-rule,ibm.iam_access_groups.get-access-group-rule,1,0,ibm.iam_access_groups.get-access-group-rule[access_group_rule_id|access_group_rule_name|access_group_rule_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.iam_access_groups.IamAccessGroupsV1().get_access_group_rule().get_result(),,access_group_rule
ibm,iam_access_groups,account_setting.account_setting_id,item.account_setting_id,string,Yes,ibm.iam_access_groups.get-account-settings,read_list,Yes,ibm.iam_access_groups.get-account-settings,ibm.iam_access_groups.get-account-settings,1,0,ibm.iam_access_groups.get-account-settings[account_setting_id|account_setting_name|account_setting_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.iam_access_groups.IamAccessGroupsV1().get_account_settings().get_result(),,account_setting
ibm,iam_access_groups,account_setting.account_setting_name,item.account_setting_name,string,No,ibm.iam_access_groups.get-account-settings,read_list,Yes,ibm.iam_access_groups.get-account-settings,ibm.iam_access_groups.get-account-settings,1,0,ibm.iam_access_groups.get-account-settings[account_setting_id|account_setting_name|account_setting_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.iam_access_groups.IamAccessGroupsV1().get_account_settings().get_result(),,account_setting
ibm,iam_access_groups,account_setting.account_setting_status,item.account_setting_status,string,No,ibm.iam_access_groups.get-account-settings,read_list,Yes,ibm.iam_access_groups.get-account-settings,ibm.iam_access_groups.get-account-settings,1,0,ibm.iam_access_groups.get-account-settings[account_setting_id|account_setting_name|account_setting_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.iam_access_groups.IamAccessGroupsV1().get_account_settings().get_result(),,account_setting
ibm,iam_access_groups,account_setting.created_at,item.created_at,string,No,ibm.iam_access_groups.get-account-settings,read_list,Yes,ibm.iam_access_groups.get-account-settings,ibm.iam_access_groups.get-account-settings,1,0,ibm.iam_access_groups.get-account-settings[account_setting_id|account_setting_name|account_setting_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.iam_access_groups.IamAccessGroupsV1().get_account_settings().get_result(),,account_setting
