csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path
oci,oci_control_center,ocid,item.ocid,string,Yes,oci.oci_control_center.list_metric_properties,read_list,Yes,oci.oci_control_center.list_metric_properties,oci.oci_control_center.list_metric_properties,1,0,oci.oci_control_center.list_metric_properties[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,OciControlCenterClient().list_metric_properties(compartment_id=compartment_id).data,/20160918/metricProperties
oci,oci_control_center,compartment_id,item.compartment_id,string,Yes,oci.oci_control_center.list_namespaces,read_list,Yes,oci.oci_control_center.list_namespaces,oci.oci_control_center.list_namespaces,1,0,oci.oci_control_center.list_namespaces[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,OciControlCenterClient().list_namespaces(compartment_id=compartment_id).data,/20160918/namespaces
oci,oci_control_center,metric_property.name,item.metric_property.name,string,No,oci.oci_control_center.list_metric_properties,read_list,Yes,oci.oci_control_center.list_metric_properties,oci.oci_control_center.list_metric_properties,1,0,oci.oci_control_center.list_metric_properties[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,OciControlCenterClient().list_metric_properties(compartment_id=compartment_id).data,/20160918/metricProperties
oci,oci_control_center,metric_property.status,item.metric_property.status,string,No,oci.oci_control_center.list_metric_properties,read_list,Yes,oci.oci_control_center.list_metric_properties,oci.oci_control_center.list_metric_properties,1,0,oci.oci_control_center.list_metric_properties[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,OciControlCenterClient().list_metric_properties(compartment_id=compartment_id).data,/20160918/metricProperties
oci,oci_control_center,metric_property.time_created,item.metric_property.time_created,string,No,oci.oci_control_center.list_metric_properties,read_list,Yes,oci.oci_control_center.list_metric_properties,oci.oci_control_center.list_metric_properties,1,0,oci.oci_control_center.list_metric_properties[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,OciControlCenterClient().list_metric_properties(compartment_id=compartment_id).data,/20160918/metricProperties
oci,oci_control_center,metric_property.freeform_tags,item.metric_property.freeform_tags,object,No,oci.oci_control_center.list_metric_properties,read_list,Yes,oci.oci_control_center.list_metric_properties,oci.oci_control_center.list_metric_properties,1,0,oci.oci_control_center.list_metric_properties[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",OciControlCenterClient().list_metric_properties(compartment_id=compartment_id).data,/20160918/metricProperties
oci,oci_control_center,metric_property.defined_tags,item.metric_property.defined_tags,object,No,oci.oci_control_center.list_metric_properties,read_list,Yes,oci.oci_control_center.list_metric_properties,oci.oci_control_center.list_metric_properties,1,0,oci.oci_control_center.list_metric_properties[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",OciControlCenterClient().list_metric_properties(compartment_id=compartment_id).data,/20160918/metricProperties
oci,oci_control_center,namespac.name,item.namespac.name,string,No,oci.oci_control_center.list_namespaces,read_list,Yes,oci.oci_control_center.list_namespaces,oci.oci_control_center.list_namespaces,1,0,oci.oci_control_center.list_namespaces[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,OciControlCenterClient().list_namespaces(compartment_id=compartment_id).data,/20160918/namespaces
oci,oci_control_center,namespac.status,item.namespac.status,string,No,oci.oci_control_center.list_namespaces,read_list,Yes,oci.oci_control_center.list_namespaces,oci.oci_control_center.list_namespaces,1,0,oci.oci_control_center.list_namespaces[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,OciControlCenterClient().list_namespaces(compartment_id=compartment_id).data,/20160918/namespaces
oci,oci_control_center,namespac.time_created,item.namespac.time_created,string,No,oci.oci_control_center.list_namespaces,read_list,Yes,oci.oci_control_center.list_namespaces,oci.oci_control_center.list_namespaces,1,0,oci.oci_control_center.list_namespaces[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,OciControlCenterClient().list_namespaces(compartment_id=compartment_id).data,/20160918/namespaces
oci,oci_control_center,namespac.freeform_tags,item.namespac.freeform_tags,object,No,oci.oci_control_center.list_namespaces,read_list,Yes,oci.oci_control_center.list_namespaces,oci.oci_control_center.list_namespaces,1,0,oci.oci_control_center.list_namespaces[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",OciControlCenterClient().list_namespaces(compartment_id=compartment_id).data,/20160918/namespaces
oci,oci_control_center,namespac.defined_tags,item.namespac.defined_tags,object,No,oci.oci_control_center.list_namespaces,read_list,Yes,oci.oci_control_center.list_namespaces,oci.oci_control_center.list_namespaces,1,0,oci.oci_control_center.list_namespaces[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",OciControlCenterClient().list_namespaces(compartment_id=compartment_id).data,/20160918/namespaces
