csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path
oci,apm_config,ocid,item.ocid,string,Yes,oci.apm_config.list_configs,read_list,Yes,oci.apm_config.list_configs,oci.apm_config.list_configs,1,0,oci.apm_config.list_configs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,ApmConfigClient().list_configs(compartment_id=compartment_id).data,/20160918/configs
oci,apm_config,compartment_id,item.compartment_id,string,Yes,oci.apm_config.list_configs,read_list,Yes,oci.apm_config.list_configs,oci.apm_config.list_configs,1,0,oci.apm_config.list_configs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,ApmConfigClient().list_configs(compartment_id=compartment_id).data,/20160918/configs
oci,apm_config,config.name,item.config.name,string,No,oci.apm_config.list_configs,read_list,Yes,oci.apm_config.list_configs,oci.apm_config.list_configs,1,0,oci.apm_config.list_configs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,ApmConfigClient().list_configs(compartment_id=compartment_id).data,/20160918/configs
oci,apm_config,config.status,item.config.status,string,No,oci.apm_config.list_configs,read_list,Yes,oci.apm_config.list_configs,oci.apm_config.list_configs,1,0,oci.apm_config.list_configs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,ApmConfigClient().list_configs(compartment_id=compartment_id).data,/20160918/configs
oci,apm_config,config.time_created,item.config.time_created,string,No,oci.apm_config.list_configs,read_list,Yes,oci.apm_config.list_configs,oci.apm_config.list_configs,1,0,oci.apm_config.list_configs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,ApmConfigClient().list_configs(compartment_id=compartment_id).data,/20160918/configs
oci,apm_config,config.freeform_tags,item.config.freeform_tags,object,No,oci.apm_config.list_configs,read_list,Yes,oci.apm_config.list_configs,oci.apm_config.list_configs,1,0,oci.apm_config.list_configs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",ApmConfigClient().list_configs(compartment_id=compartment_id).data,/20160918/configs
oci,apm_config,config.defined_tags,item.config.defined_tags,object,No,oci.apm_config.list_configs,read_list,Yes,oci.apm_config.list_configs,oci.apm_config.list_configs,1,0,oci.apm_config.list_configs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",ApmConfigClient().list_configs(compartment_id=compartment_id).data,/20160918/configs
oci,apm_config,match_agents_with_attribute_key.name,item.match_agents_with_attribute_key.name,string,No,oci.apm_config.get_match_agents_with_attribute_key,read_get,No,oci.apm_config.get_match_agents_with_attribute_key,oci.apm_config.get_match_agents_with_attribute_key,1,0,oci.apm_config.get_match_agents_with_attribute_key[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,"ApmConfigClient().get_match_agents_with_attribute_key(compartment_id=compartment_id, match_agents_with_attribute_key_id=match_agents_with_attribute_key_id).data",/20160918/matchAgentsWithAttributeKeys/{MatchAgentsWithAttributeKeyId}
oci,apm_config,match_agents_with_attribute_key.status,item.match_agents_with_attribute_key.status,string,No,oci.apm_config.get_match_agents_with_attribute_key,read_get,No,oci.apm_config.get_match_agents_with_attribute_key,oci.apm_config.get_match_agents_with_attribute_key,1,0,oci.apm_config.get_match_agents_with_attribute_key[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,"ApmConfigClient().get_match_agents_with_attribute_key(compartment_id=compartment_id, match_agents_with_attribute_key_id=match_agents_with_attribute_key_id).data",/20160918/matchAgentsWithAttributeKeys/{MatchAgentsWithAttributeKeyId}
oci,apm_config,match_agents_with_attribute_key.time_created,item.match_agents_with_attribute_key.time_created,string,No,oci.apm_config.get_match_agents_with_attribute_key,read_get,No,oci.apm_config.get_match_agents_with_attribute_key,oci.apm_config.get_match_agents_with_attribute_key,1,0,oci.apm_config.get_match_agents_with_attribute_key[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,"ApmConfigClient().get_match_agents_with_attribute_key(compartment_id=compartment_id, match_agents_with_attribute_key_id=match_agents_with_attribute_key_id).data",/20160918/matchAgentsWithAttributeKeys/{MatchAgentsWithAttributeKeyId}
