csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path
oci,marketplace_private_offer,ocid,item.ocid,string,Yes,oci.marketplace_private_offer.list_offers,read_list,Yes,oci.marketplace_private_offer.list_offers,oci.marketplace_private_offer.list_offers,1,0,oci.marketplace_private_offer.list_offers[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,MarketplacePrivateOfferClient().list_offers(compartment_id=compartment_id).data,/20160918/offers
oci,marketplace_private_offer,compartment_id,item.compartment_id,string,Yes,oci.marketplace_private_offer.list_offers,read_list,Yes,oci.marketplace_private_offer.list_offers,oci.marketplace_private_offer.list_offers,1,0,oci.marketplace_private_offer.list_offers[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,MarketplacePrivateOfferClient().list_offers(compartment_id=compartment_id).data,/20160918/offers
oci,marketplace_private_offer,offer.name,item.offer.name,string,No,oci.marketplace_private_offer.list_offers,read_list,Yes,oci.marketplace_private_offer.list_offers,oci.marketplace_private_offer.list_offers,1,0,oci.marketplace_private_offer.list_offers[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,MarketplacePrivateOfferClient().list_offers(compartment_id=compartment_id).data,/20160918/offers
oci,marketplace_private_offer,offer.status,item.offer.status,string,No,oci.marketplace_private_offer.list_offers,read_list,Yes,oci.marketplace_private_offer.list_offers,oci.marketplace_private_offer.list_offers,1,0,oci.marketplace_private_offer.list_offers[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,MarketplacePrivateOfferClient().list_offers(compartment_id=compartment_id).data,/20160918/offers
oci,marketplace_private_offer,offer.time_created,item.offer.time_created,string,No,oci.marketplace_private_offer.list_offers,read_list,Yes,oci.marketplace_private_offer.list_offers,oci.marketplace_private_offer.list_offers,1,0,oci.marketplace_private_offer.list_offers[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,MarketplacePrivateOfferClient().list_offers(compartment_id=compartment_id).data,/20160918/offers
oci,marketplace_private_offer,offer.freeform_tags,item.offer.freeform_tags,object,No,oci.marketplace_private_offer.list_offers,read_list,Yes,oci.marketplace_private_offer.list_offers,oci.marketplace_private_offer.list_offers,1,0,oci.marketplace_private_offer.list_offers[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",MarketplacePrivateOfferClient().list_offers(compartment_id=compartment_id).data,/20160918/offers
oci,marketplace_private_offer,offer.defined_tags,item.offer.defined_tags,object,No,oci.marketplace_private_offer.list_offers,read_list,Yes,oci.marketplace_private_offer.list_offers,oci.marketplace_private_offer.list_offers,1,0,oci.marketplace_private_offer.list_offers[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",MarketplacePrivateOfferClient().list_offers(compartment_id=compartment_id).data,/20160918/offers
oci,marketplace_private_offer,offer_internal_detail.name,item.offer_internal_detail.name,string,No,oci.marketplace_private_offer.get_offer_internal_detail,read_get,No,oci.marketplace_private_offer.get_offer_internal_detail,oci.marketplace_private_offer.get_offer_internal_detail,1,0,oci.marketplace_private_offer.get_offer_internal_detail[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,"MarketplacePrivateOfferClient().get_offer_internal_detail(compartment_id=compartment_id, offer_internal_detail_id=offer_internal_detail_id).data",/20160918/offerInternalDetails/{OfferInternalDetailId}
oci,marketplace_private_offer,offer_internal_detail.status,item.offer_internal_detail.status,string,No,oci.marketplace_private_offer.get_offer_internal_detail,read_get,No,oci.marketplace_private_offer.get_offer_internal_detail,oci.marketplace_private_offer.get_offer_internal_detail,1,0,oci.marketplace_private_offer.get_offer_internal_detail[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,"MarketplacePrivateOfferClient().get_offer_internal_detail(compartment_id=compartment_id, offer_internal_detail_id=offer_internal_detail_id).data",/20160918/offerInternalDetails/{OfferInternalDetailId}
oci,marketplace_private_offer,offer_internal_detail.time_created,item.offer_internal_detail.time_created,string,No,oci.marketplace_private_offer.get_offer_internal_detail,read_get,No,oci.marketplace_private_offer.get_offer_internal_detail,oci.marketplace_private_offer.get_offer_internal_detail,1,0,oci.marketplace_private_offer.get_offer_internal_detail[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,"MarketplacePrivateOfferClient().get_offer_internal_detail(compartment_id=compartment_id, offer_internal_detail_id=offer_internal_detail_id).data",/20160918/offerInternalDetails/{OfferInternalDetailId}
oci,marketplace_private_offer,offer_internal_detail.freeform_tags,item.offer_internal_detail.freeform_tags,object,No,oci.marketplace_private_offer.get_offer_internal_detail,read_get,No,oci.marketplace_private_offer.get_offer_internal_detail,oci.marketplace_private_offer.get_offer_internal_detail,1,0,oci.marketplace_private_offer.get_offer_internal_detail[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty","MarketplacePrivateOfferClient().get_offer_internal_detail(compartment_id=compartment_id, offer_internal_detail_id=offer_internal_detail_id).data",/20160918/offerInternalDetails/{OfferInternalDetailId}
