csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path,resource_type
ibm,global_search,authenticator.authenticator_id,item.authenticator_id,string,Yes,ibm.global_search.get-authenticator,read_list,Yes,ibm.global_search.get-authenticator,ibm.global_search.get-authenticator,1,0,ibm.global_search.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.global_search.GlobalSearchV1().get_authenticator().get_result(),,authenticator
ibm,global_search,authenticator.authenticator_name,item.authenticator_name,string,No,ibm.global_search.get-authenticator,read_list,Yes,ibm.global_search.get-authenticator,ibm.global_search.get-authenticator,1,0,ibm.global_search.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.global_search.GlobalSearchV1().get_authenticator().get_result(),,authenticator
ibm,global_search,crn,item.crn,string,Yes,ibm.global_search.get-authenticator,read_list,Yes,ibm.global_search.get-authenticator,ibm.global_search.get-authenticator,1,0,ibm.global_search.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.global_search.GlobalSearchV1().get_authenticator().get_result(),,
ibm,global_search,authenticator.authenticator_status,item.authenticator_status,string,No,ibm.global_search.get-authenticator,read_list,Yes,ibm.global_search.get-authenticator,ibm.global_search.get-authenticator,1,0,ibm.global_search.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.global_search.GlobalSearchV1().get_authenticator().get_result(),,authenticator
ibm,global_search,authenticator.created_at,item.created_at,string,No,ibm.global_search.get-authenticator,read_list,Yes,ibm.global_search.get-authenticator,ibm.global_search.get-authenticator,1,0,ibm.global_search.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.global_search.GlobalSearchV1().get_authenticator().get_result(),,authenticator
ibm,global_search,authenticator.tags,item.tags,array,No,ibm.global_search.get-authenticator,read_list,Yes,ibm.global_search.get-authenticator,ibm.global_search.get-authenticator,1,0,ibm.global_search.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.global_search.GlobalSearchV1().get_authenticator().get_result(),,authenticator
ibm,global_search,enable_gzip_compression.enable_gzip_compression_id,item.enable_gzip_compression_id,string,Yes,ibm.global_search.get-enable-gzip-compression,read_list,Yes,ibm.global_search.get-enable-gzip-compression,ibm.global_search.get-enable-gzip-compression,1,0,ibm.global_search.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.global_search.GlobalSearchV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,global_search,enable_gzip_compression.enable_gzip_compression_name,item.enable_gzip_compression_name,string,No,ibm.global_search.get-enable-gzip-compression,read_list,Yes,ibm.global_search.get-enable-gzip-compression,ibm.global_search.get-enable-gzip-compression,1,0,ibm.global_search.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.global_search.GlobalSearchV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,global_search,enable_gzip_compression.enable_gzip_compression_status,item.enable_gzip_compression_status,string,No,ibm.global_search.get-enable-gzip-compression,read_list,Yes,ibm.global_search.get-enable-gzip-compression,ibm.global_search.get-enable-gzip-compression,1,0,ibm.global_search.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.global_search.GlobalSearchV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,global_search,enable_gzip_compression.created_at,item.created_at,string,No,ibm.global_search.get-enable-gzip-compression,read_list,Yes,ibm.global_search.get-enable-gzip-compression,ibm.global_search.get-enable-gzip-compression,1,0,ibm.global_search.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.global_search.GlobalSearchV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
