csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path
oci,dif,ocid,item.ocid,string,Yes,oci.dif.list_stacks,read_list,Yes,oci.dif.list_stacks,oci.dif.list_stacks,1,0,oci.dif.list_stacks[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,DifClient().list_stacks(compartment_id=compartment_id).data,/20160918/stacks
oci,dif,compartment_id,item.compartment_id,string,Yes,oci.dif.list_work_requests,read_list,Yes,oci.dif.list_work_requests,oci.dif.list_work_requests,1,0,oci.dif.list_work_requests[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,DifClient().list_work_requests(compartment_id=compartment_id).data,/20160918/workRequests
oci,dif,stack.name,item.stack.name,string,No,oci.dif.list_stacks,read_list,Yes,oci.dif.list_stacks,oci.dif.list_stacks,1,0,oci.dif.list_stacks[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DifClient().list_stacks(compartment_id=compartment_id).data,/20160918/stacks
oci,dif,stack.status,item.stack.status,string,No,oci.dif.list_stacks,read_list,Yes,oci.dif.list_stacks,oci.dif.list_stacks,1,0,oci.dif.list_stacks[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DifClient().list_stacks(compartment_id=compartment_id).data,/20160918/stacks
oci,dif,stack.time_created,item.stack.time_created,string,No,oci.dif.list_stacks,read_list,Yes,oci.dif.list_stacks,oci.dif.list_stacks,1,0,oci.dif.list_stacks[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,DifClient().list_stacks(compartment_id=compartment_id).data,/20160918/stacks
oci,dif,stack.freeform_tags,item.stack.freeform_tags,object,No,oci.dif.list_stacks,read_list,Yes,oci.dif.list_stacks,oci.dif.list_stacks,1,0,oci.dif.list_stacks[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DifClient().list_stacks(compartment_id=compartment_id).data,/20160918/stacks
oci,dif,stack.defined_tags,item.stack.defined_tags,object,No,oci.dif.list_stacks,read_list,Yes,oci.dif.list_stacks,oci.dif.list_stacks,1,0,oci.dif.list_stacks[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DifClient().list_stacks(compartment_id=compartment_id).data,/20160918/stacks
oci,dif,work_request.name,item.work_request.name,string,No,oci.dif.list_work_requests,read_list,Yes,oci.dif.list_work_requests,oci.dif.list_work_requests,1,0,oci.dif.list_work_requests[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DifClient().list_work_requests(compartment_id=compartment_id).data,/20160918/workRequests
oci,dif,work_request.status,item.work_request.status,string,No,oci.dif.list_work_requests,read_list,Yes,oci.dif.list_work_requests,oci.dif.list_work_requests,1,0,oci.dif.list_work_requests[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DifClient().list_work_requests(compartment_id=compartment_id).data,/20160918/workRequests
oci,dif,work_request.time_created,item.work_request.time_created,string,No,oci.dif.list_work_requests,read_list,Yes,oci.dif.list_work_requests,oci.dif.list_work_requests,1,0,oci.dif.list_work_requests[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,DifClient().list_work_requests(compartment_id=compartment_id).data,/20160918/workRequests
oci,dif,work_request.freeform_tags,item.work_request.freeform_tags,object,No,oci.dif.list_work_requests,read_list,Yes,oci.dif.list_work_requests,oci.dif.list_work_requests,1,0,oci.dif.list_work_requests[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DifClient().list_work_requests(compartment_id=compartment_id).data,/20160918/workRequests
oci,dif,work_request.defined_tags,item.work_request.defined_tags,object,No,oci.dif.list_work_requests,read_list,Yes,oci.dif.list_work_requests,oci.dif.list_work_requests,1,0,oci.dif.list_work_requests[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DifClient().list_work_requests(compartment_id=compartment_id).data,/20160918/workRequests
oci,dif,work_request_error.name,item.work_request_error.name,string,No,oci.dif.list_work_request_errors,read_list,Yes,oci.dif.list_work_request_errors,oci.dif.list_work_request_errors,1,0,oci.dif.list_work_request_errors[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DifClient().list_work_request_errors(compartment_id=compartment_id).data,/20160918/workRequestErrors
oci,dif,work_request_error.status,item.work_request_error.status,string,No,oci.dif.list_work_request_errors,read_list,Yes,oci.dif.list_work_request_errors,oci.dif.list_work_request_errors,1,0,oci.dif.list_work_request_errors[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DifClient().list_work_request_errors(compartment_id=compartment_id).data,/20160918/workRequestErrors
oci,dif,work_request_error.time_created,item.work_request_error.time_created,string,No,oci.dif.list_work_request_errors,read_list,Yes,oci.dif.list_work_request_errors,oci.dif.list_work_request_errors,1,0,oci.dif.list_work_request_errors[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,DifClient().list_work_request_errors(compartment_id=compartment_id).data,/20160918/workRequestErrors
oci,dif,work_request_error.freeform_tags,item.work_request_error.freeform_tags,object,No,oci.dif.list_work_request_errors,read_list,Yes,oci.dif.list_work_request_errors,oci.dif.list_work_request_errors,1,0,oci.dif.list_work_request_errors[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DifClient().list_work_request_errors(compartment_id=compartment_id).data,/20160918/workRequestErrors
oci,dif,work_request_error.defined_tags,item.work_request_error.defined_tags,object,No,oci.dif.list_work_request_errors,read_list,Yes,oci.dif.list_work_request_errors,oci.dif.list_work_request_errors,1,0,oci.dif.list_work_request_errors[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DifClient().list_work_request_errors(compartment_id=compartment_id).data,/20160918/workRequestErrors
oci,dif,work_request_log.name,item.work_request_log.name,string,No,oci.dif.list_work_request_logs,read_list,Yes,oci.dif.list_work_request_logs,oci.dif.list_work_request_logs,1,0,oci.dif.list_work_request_logs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DifClient().list_work_request_logs(compartment_id=compartment_id).data,/20160918/workRequestLogs
oci,dif,work_request_log.status,item.work_request_log.status,string,No,oci.dif.list_work_request_logs,read_list,Yes,oci.dif.list_work_request_logs,oci.dif.list_work_request_logs,1,0,oci.dif.list_work_request_logs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DifClient().list_work_request_logs(compartment_id=compartment_id).data,/20160918/workRequestLogs
oci,dif,work_request_log.time_created,item.work_request_log.time_created,string,No,oci.dif.list_work_request_logs,read_list,Yes,oci.dif.list_work_request_logs,oci.dif.list_work_request_logs,1,0,oci.dif.list_work_request_logs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,DifClient().list_work_request_logs(compartment_id=compartment_id).data,/20160918/workRequestLogs
oci,dif,work_request_log.freeform_tags,item.work_request_log.freeform_tags,object,No,oci.dif.list_work_request_logs,read_list,Yes,oci.dif.list_work_request_logs,oci.dif.list_work_request_logs,1,0,oci.dif.list_work_request_logs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DifClient().list_work_request_logs(compartment_id=compartment_id).data,/20160918/workRequestLogs
oci,dif,work_request_log.defined_tags,item.work_request_log.defined_tags,object,No,oci.dif.list_work_request_logs,read_list,Yes,oci.dif.list_work_request_logs,oci.dif.list_work_request_logs,1,0,oci.dif.list_work_request_logs[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DifClient().list_work_request_logs(compartment_id=compartment_id).data,/20160918/workRequestLogs
