csv_rule_id,csv_service,csv_category,function_name,yaml_rule_id,match_type,match_status
alicloud.Container Service for Kubernetes (ACK).containers_kubernetes_security_cluster_audit_logging_enabled,Container Service for Kubernetes (ACK),containers_kubernetes,alicloud.ecs.instance.detailed_monitoring_enabled,alicloud.ecs.instance.detailed_monitoring_enabled,exact,✅ Matched
