csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path,resource_type
ibm,enterprise_usage_reports,authenticator.authenticator_id,item.authenticator_id,string,Yes,ibm.enterprise_usage_reports.get-authenticator,read_list,Yes,ibm.enterprise_usage_reports.get-authenticator,ibm.enterprise_usage_reports.get-authenticator,1,0,ibm.enterprise_usage_reports.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.enterprise_usage_reports.EnterpriseUsageReportsV1().get_authenticator().get_result(),,authenticator
ibm,enterprise_usage_reports,authenticator.authenticator_name,item.authenticator_name,string,No,ibm.enterprise_usage_reports.get-authenticator,read_list,Yes,ibm.enterprise_usage_reports.get-authenticator,ibm.enterprise_usage_reports.get-authenticator,1,0,ibm.enterprise_usage_reports.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.enterprise_usage_reports.EnterpriseUsageReportsV1().get_authenticator().get_result(),,authenticator
ibm,enterprise_usage_reports,crn,item.crn,string,Yes,ibm.enterprise_usage_reports.get-authenticator,read_list,Yes,ibm.enterprise_usage_reports.get-authenticator,ibm.enterprise_usage_reports.get-authenticator,1,0,ibm.enterprise_usage_reports.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.enterprise_usage_reports.EnterpriseUsageReportsV1().get_authenticator().get_result(),,
ibm,enterprise_usage_reports,authenticator.authenticator_status,item.authenticator_status,string,No,ibm.enterprise_usage_reports.get-authenticator,read_list,Yes,ibm.enterprise_usage_reports.get-authenticator,ibm.enterprise_usage_reports.get-authenticator,1,0,ibm.enterprise_usage_reports.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.enterprise_usage_reports.EnterpriseUsageReportsV1().get_authenticator().get_result(),,authenticator
ibm,enterprise_usage_reports,authenticator.created_at,item.created_at,string,No,ibm.enterprise_usage_reports.get-authenticator,read_list,Yes,ibm.enterprise_usage_reports.get-authenticator,ibm.enterprise_usage_reports.get-authenticator,1,0,ibm.enterprise_usage_reports.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.enterprise_usage_reports.EnterpriseUsageReportsV1().get_authenticator().get_result(),,authenticator
ibm,enterprise_usage_reports,authenticator.tags,item.tags,array,No,ibm.enterprise_usage_reports.get-authenticator,read_list,Yes,ibm.enterprise_usage_reports.get-authenticator,ibm.enterprise_usage_reports.get-authenticator,1,0,ibm.enterprise_usage_reports.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.enterprise_usage_reports.EnterpriseUsageReportsV1().get_authenticator().get_result(),,authenticator
ibm,enterprise_usage_reports,enable_gzip_compression.enable_gzip_compression_id,item.enable_gzip_compression_id,string,Yes,ibm.enterprise_usage_reports.get-enable-gzip-compression,read_list,Yes,ibm.enterprise_usage_reports.get-enable-gzip-compression,ibm.enterprise_usage_reports.get-enable-gzip-compression,1,0,ibm.enterprise_usage_reports.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.enterprise_usage_reports.EnterpriseUsageReportsV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,enterprise_usage_reports,enable_gzip_compression.enable_gzip_compression_name,item.enable_gzip_compression_name,string,No,ibm.enterprise_usage_reports.get-enable-gzip-compression,read_list,Yes,ibm.enterprise_usage_reports.get-enable-gzip-compression,ibm.enterprise_usage_reports.get-enable-gzip-compression,1,0,ibm.enterprise_usage_reports.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.enterprise_usage_reports.EnterpriseUsageReportsV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,enterprise_usage_reports,enable_gzip_compression.enable_gzip_compression_status,item.enable_gzip_compression_status,string,No,ibm.enterprise_usage_reports.get-enable-gzip-compression,read_list,Yes,ibm.enterprise_usage_reports.get-enable-gzip-compression,ibm.enterprise_usage_reports.get-enable-gzip-compression,1,0,ibm.enterprise_usage_reports.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.enterprise_usage_reports.EnterpriseUsageReportsV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,enterprise_usage_reports,enable_gzip_compression.created_at,item.created_at,string,No,ibm.enterprise_usage_reports.get-enable-gzip-compression,read_list,Yes,ibm.enterprise_usage_reports.get-enable-gzip-compression,ibm.enterprise_usage_reports.get-enable-gzip-compression,1,0,ibm.enterprise_usage_reports.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.enterprise_usage_reports.EnterpriseUsageReportsV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,enterprise_usage_reports,enable_gzip_compression.tags,item.tags,array,No,ibm.enterprise_usage_reports.get-enable-gzip-compression,read_list,Yes,ibm.enterprise_usage_reports.get-enable-gzip-compression,ibm.enterprise_usage_reports.get-enable-gzip-compression,1,0,ibm.enterprise_usage_reports.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.enterprise_usage_reports.EnterpriseUsageReportsV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,enterprise_usage_reports,http_client.http_client_id,item.http_client_id,string,Yes,ibm.enterprise_usage_reports.get-http-client,read_list,Yes,ibm.enterprise_usage_reports.get-http-client,ibm.enterprise_usage_reports.get-http-client,1,0,ibm.enterprise_usage_reports.get-http-client[http_client_id|http_client_name|http_client_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.enterprise_usage_reports.EnterpriseUsageReportsV1().get_http_client().get_result(),,http_client
