csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path,resource_type
ibm,watson,workspac.items,item.items,string,No,ibm.watson.list-workspaces,read_list,Yes,ibm.watson.list-workspaces,ibm.watson.list-workspaces,1,0,ibm.watson.list-workspaces[items|next_token|workspac_id|workspac_name|workspac_status|created_at|...],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().list_workspaces().get_result(),,workspac
ibm,watson,workspac.next_token,item.next_token,string,No,ibm.watson.list-workspaces,read_list,Yes,ibm.watson.list-workspaces,ibm.watson.list-workspaces,1,0,ibm.watson.list-workspaces[items|next_token|workspac_id|workspac_name|workspac_status|created_at|...],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().list_workspaces().get_result(),,workspac
ibm,watson,workspac.workspac_id,item.workspac_id,string,Yes,ibm.watson.list-workspaces,read_list,Yes,ibm.watson.list-workspaces,ibm.watson.list-workspaces,1,0,ibm.watson.list-workspaces[items|next_token|workspac_id|workspac_name|workspac_status|created_at|...],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().list_workspaces().get_result(),,workspac
ibm,watson,workspac.workspac_name,item.workspac_name,string,No,ibm.watson.list-workspaces,read_list,Yes,ibm.watson.list-workspaces,ibm.watson.list-workspaces,1,0,ibm.watson.list-workspaces[items|next_token|workspac_id|workspac_name|workspac_status|created_at|...],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().list_workspaces().get_result(),,workspac
ibm,watson,workspac.workspac_status,item.workspac_status,string,No,ibm.watson.list-workspaces,read_list,Yes,ibm.watson.list-workspaces,ibm.watson.list-workspaces,1,0,ibm.watson.list-workspaces[items|next_token|workspac_id|workspac_name|workspac_status|created_at|...],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().list_workspaces().get_result(),,workspac
ibm,watson,workspac.created_at,item.created_at,string,No,ibm.watson.list-workspaces,read_list,Yes,ibm.watson.list-workspaces,ibm.watson.list-workspaces,1,0,ibm.watson.list-workspaces[items|next_token|workspac_id|workspac_name|workspac_status|created_at|...],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().list_workspaces().get_result(),,workspac
ibm,watson,workspac.tags,item.tags,array,No,ibm.watson.list-workspaces,read_list,Yes,ibm.watson.list-workspaces,ibm.watson.list-workspaces,1,0,ibm.watson.list-workspaces[items|next_token|workspac_id|workspac_name|workspac_status|created_at|...],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().list_workspaces().get_result(),,workspac
ibm,watson,crn,item.crn,string,Yes,ibm.watson.get-authenticator,read_list,Yes,ibm.watson.get-authenticator,ibm.watson.get-authenticator,1,0,ibm.watson.get-authenticator[crn|authenticator_id|authenticator_name|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().get_authenticator().get_result(),,
ibm,watson,authenticator.authenticator_id,item.authenticator_id,string,Yes,ibm.watson.get-authenticator,read_list,Yes,ibm.watson.get-authenticator,ibm.watson.get-authenticator,1,0,ibm.watson.get-authenticator[crn|authenticator_id|authenticator_name|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().get_authenticator().get_result(),,authenticator
ibm,watson,authenticator.authenticator_name,item.authenticator_name,string,No,ibm.watson.get-authenticator,read_list,Yes,ibm.watson.get-authenticator,ibm.watson.get-authenticator,1,0,ibm.watson.get-authenticator[crn|authenticator_id|authenticator_name|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().get_authenticator().get_result(),,authenticator
ibm,watson,authenticator.authenticator_status,item.authenticator_status,string,No,ibm.watson.get-authenticator,read_list,Yes,ibm.watson.get-authenticator,ibm.watson.get-authenticator,1,0,ibm.watson.get-authenticator[crn|authenticator_id|authenticator_name|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().get_authenticator().get_result(),,authenticator
ibm,watson,authenticator.created_at,item.created_at,string,No,ibm.watson.get-authenticator,read_list,Yes,ibm.watson.get-authenticator,ibm.watson.get-authenticator,1,0,ibm.watson.get-authenticator[crn|authenticator_id|authenticator_name|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().get_authenticator().get_result(),,authenticator
ibm,watson,authenticator.tags,item.tags,array,No,ibm.watson.get-authenticator,read_list,Yes,ibm.watson.get-authenticator,ibm.watson.get-authenticator,1,0,ibm.watson.get-authenticator[crn|authenticator_id|authenticator_name|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().get_authenticator().get_result(),,authenticator
ibm,watson,counterexample.counterexample_id,item.counterexample_id,string,Yes,ibm.watson.get-counterexample,read_list,Yes,ibm.watson.get-counterexample,ibm.watson.get-counterexample,1,0,ibm.watson.get-counterexample[counterexample_id|counterexample_name|counterexample_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().get_counterexample().get_result(),,counterexample
ibm,watson,counterexample.counterexample_name,item.counterexample_name,string,No,ibm.watson.get-counterexample,read_list,Yes,ibm.watson.get-counterexample,ibm.watson.get-counterexample,1,0,ibm.watson.get-counterexample[counterexample_id|counterexample_name|counterexample_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().get_counterexample().get_result(),,counterexample
ibm,watson,counterexample.counterexample_status,item.counterexample_status,string,No,ibm.watson.get-counterexample,read_list,Yes,ibm.watson.get-counterexample,ibm.watson.get-counterexample,1,0,ibm.watson.get-counterexample[counterexample_id|counterexample_name|counterexample_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().get_counterexample().get_result(),,counterexample
ibm,watson,counterexample.created_at,item.created_at,string,No,ibm.watson.get-counterexample,read_list,Yes,ibm.watson.get-counterexample,ibm.watson.get-counterexample,1,0,ibm.watson.get-counterexample[counterexample_id|counterexample_name|counterexample_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().get_counterexample().get_result(),,counterexample
ibm,watson,counterexample.tags,item.tags,array,No,ibm.watson.get-counterexample,read_list,Yes,ibm.watson.get-counterexample,ibm.watson.get-counterexample,1,0,ibm.watson.get-counterexample[counterexample_id|counterexample_name|counterexample_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().get_counterexample().get_result(),,counterexample
ibm,watson,dialog_node.dialog_node_id,item.dialog_node_id,string,Yes,ibm.watson.get-dialog-node,read_list,Yes,ibm.watson.get-dialog-node,ibm.watson.get-dialog-node,1,0,ibm.watson.get-dialog-node[dialog_node_id|dialog_node_name|dialog_node_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().get_dialog_node().get_result(),,dialog_node
ibm,watson,dialog_node.dialog_node_name,item.dialog_node_name,string,No,ibm.watson.get-dialog-node,read_list,Yes,ibm.watson.get-dialog-node,ibm.watson.get-dialog-node,1,0,ibm.watson.get-dialog-node[dialog_node_id|dialog_node_name|dialog_node_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().get_dialog_node().get_result(),,dialog_node
ibm,watson,dialog_node.dialog_node_status,item.dialog_node_status,string,No,ibm.watson.get-dialog-node,read_list,Yes,ibm.watson.get-dialog-node,ibm.watson.get-dialog-node,1,0,ibm.watson.get-dialog-node[dialog_node_id|dialog_node_name|dialog_node_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.watson.WatsonV1().get_dialog_node().get_result(),,dialog_node
