csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path
oci,monitoring,ocid,item.ocid,string,Yes,oci.monitoring.list_alarm_suppressions,read_list,Yes,oci.monitoring.list_alarm_suppressions,oci.monitoring.list_alarm_suppressions,1,0,oci.monitoring.list_alarm_suppressions[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,MonitoringClient().list_alarm_suppressions(compartment_id=compartment_id).data,/20180401/alarmSuppressions
oci,monitoring,compartment_id,item.compartment_id,string,Yes,oci.monitoring.list_metrics,read_list,Yes,oci.monitoring.list_metrics,oci.monitoring.list_metrics,1,0,oci.monitoring.list_metrics[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,MonitoringClient().list_metrics(compartment_id=compartment_id).data,/20180401/metrics
oci,monitoring,alarm.name,item.alarm.name,string,No,oci.monitoring.list_alarms,read_list,Yes,oci.monitoring.list_alarms,oci.monitoring.list_alarms,1,0,oci.monitoring.list_alarms[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,MonitoringClient().list_alarms(compartment_id=compartment_id).data,/20180401/alarms
oci,monitoring,alarm.status,item.alarm.status,string,No,oci.monitoring.list_alarms,read_list,Yes,oci.monitoring.list_alarms,oci.monitoring.list_alarms,1,0,oci.monitoring.list_alarms[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,MonitoringClient().list_alarms(compartment_id=compartment_id).data,/20180401/alarms
oci,monitoring,alarm.time_created,item.alarm.time_created,string,No,oci.monitoring.list_alarms,read_list,Yes,oci.monitoring.list_alarms,oci.monitoring.list_alarms,1,0,oci.monitoring.list_alarms[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,MonitoringClient().list_alarms(compartment_id=compartment_id).data,/20180401/alarms
oci,monitoring,alarm.freeform_tags,item.alarm.freeform_tags,object,No,oci.monitoring.list_alarms,read_list,Yes,oci.monitoring.list_alarms,oci.monitoring.list_alarms,1,0,oci.monitoring.list_alarms[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",MonitoringClient().list_alarms(compartment_id=compartment_id).data,/20180401/alarms
oci,monitoring,alarm.defined_tags,item.alarm.defined_tags,object,No,oci.monitoring.list_alarms,read_list,Yes,oci.monitoring.list_alarms,oci.monitoring.list_alarms,1,0,oci.monitoring.list_alarms[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",MonitoringClient().list_alarms(compartment_id=compartment_id).data,/20180401/alarms
oci,monitoring,alarm_history.name,item.alarm_history.name,string,No,oci.monitoring.get_alarm_history,read_get,No,oci.monitoring.get_alarm_history,oci.monitoring.get_alarm_history,1,0,oci.monitoring.get_alarm_history[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,"MonitoringClient().get_alarm_history(compartment_id=compartment_id, alarm_history_id=alarm_history_id).data",/20180401/alarmHistorys/{AlarmHistoryId}
oci,monitoring,alarm_history.status,item.alarm_history.status,string,No,oci.monitoring.get_alarm_history,read_get,No,oci.monitoring.get_alarm_history,oci.monitoring.get_alarm_history,1,0,oci.monitoring.get_alarm_history[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,"MonitoringClient().get_alarm_history(compartment_id=compartment_id, alarm_history_id=alarm_history_id).data",/20180401/alarmHistorys/{AlarmHistoryId}
oci,monitoring,alarm_history.time_created,item.alarm_history.time_created,string,No,oci.monitoring.get_alarm_history,read_get,No,oci.monitoring.get_alarm_history,oci.monitoring.get_alarm_history,1,0,oci.monitoring.get_alarm_history[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,"MonitoringClient().get_alarm_history(compartment_id=compartment_id, alarm_history_id=alarm_history_id).data",/20180401/alarmHistorys/{AlarmHistoryId}
oci,monitoring,alarm_history.freeform_tags,item.alarm_history.freeform_tags,object,No,oci.monitoring.get_alarm_history,read_get,No,oci.monitoring.get_alarm_history,oci.monitoring.get_alarm_history,1,0,oci.monitoring.get_alarm_history[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty","MonitoringClient().get_alarm_history(compartment_id=compartment_id, alarm_history_id=alarm_history_id).data",/20180401/alarmHistorys/{AlarmHistoryId}
oci,monitoring,alarm_history.defined_tags,item.alarm_history.defined_tags,object,No,oci.monitoring.get_alarm_history,read_get,No,oci.monitoring.get_alarm_history,oci.monitoring.get_alarm_history,1,0,oci.monitoring.get_alarm_history[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty","MonitoringClient().get_alarm_history(compartment_id=compartment_id, alarm_history_id=alarm_history_id).data",/20180401/alarmHistorys/{AlarmHistoryId}
oci,monitoring,alarm_suppression.name,item.alarm_suppression.name,string,No,oci.monitoring.list_alarm_suppressions,read_list,Yes,oci.monitoring.list_alarm_suppressions,oci.monitoring.list_alarm_suppressions,1,0,oci.monitoring.list_alarm_suppressions[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,MonitoringClient().list_alarm_suppressions(compartment_id=compartment_id).data,/20180401/alarmSuppressions
oci,monitoring,alarm_suppression.status,item.alarm_suppression.status,string,No,oci.monitoring.list_alarm_suppressions,read_list,Yes,oci.monitoring.list_alarm_suppressions,oci.monitoring.list_alarm_suppressions,1,0,oci.monitoring.list_alarm_suppressions[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,MonitoringClient().list_alarm_suppressions(compartment_id=compartment_id).data,/20180401/alarmSuppressions
oci,monitoring,alarm_suppression.time_created,item.alarm_suppression.time_created,string,No,oci.monitoring.list_alarm_suppressions,read_list,Yes,oci.monitoring.list_alarm_suppressions,oci.monitoring.list_alarm_suppressions,1,0,oci.monitoring.list_alarm_suppressions[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,MonitoringClient().list_alarm_suppressions(compartment_id=compartment_id).data,/20180401/alarmSuppressions
oci,monitoring,alarm_suppression.freeform_tags,item.alarm_suppression.freeform_tags,object,No,oci.monitoring.list_alarm_suppressions,read_list,Yes,oci.monitoring.list_alarm_suppressions,oci.monitoring.list_alarm_suppressions,1,0,oci.monitoring.list_alarm_suppressions[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",MonitoringClient().list_alarm_suppressions(compartment_id=compartment_id).data,/20180401/alarmSuppressions
