csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path
oci,dblm,ocid,item.ocid,string,Yes,oci.dblm.list_aggregated_vulnerability_data,read_list,Yes,oci.dblm.list_aggregated_vulnerability_data,oci.dblm.list_aggregated_vulnerability_data,1,0,oci.dblm.list_aggregated_vulnerability_data[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,DblmClient().list_aggregated_vulnerability_data(compartment_id=compartment_id).data,/20160918/aggregatedVulnerabilityDatas
oci,dblm,compartment_id,item.compartment_id,string,Yes,oci.dblm.list_vulnerability_scans,read_list,Yes,oci.dblm.list_vulnerability_scans,oci.dblm.list_vulnerability_scans,1,0,oci.dblm.list_vulnerability_scans[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,DblmClient().list_vulnerability_scans(compartment_id=compartment_id).data,/20160918/vulnerabilityScans
oci,dblm,patch_management.name,item.patch_management.name,string,No,oci.dblm.get_patch_management,read_get,No,oci.dblm.get_patch_management,oci.dblm.get_patch_management,1,0,oci.dblm.get_patch_management[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,"DblmClient().get_patch_management(compartment_id=compartment_id, patch_management_id=patch_management_id).data",/20160918/patchManagements/{PatchManagementId}
oci,dblm,patch_management.status,item.patch_management.status,string,No,oci.dblm.get_patch_management,read_get,No,oci.dblm.get_patch_management,oci.dblm.get_patch_management,1,0,oci.dblm.get_patch_management[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,"DblmClient().get_patch_management(compartment_id=compartment_id, patch_management_id=patch_management_id).data",/20160918/patchManagements/{PatchManagementId}
oci,dblm,patch_management.time_created,item.patch_management.time_created,string,No,oci.dblm.get_patch_management,read_get,No,oci.dblm.get_patch_management,oci.dblm.get_patch_management,1,0,oci.dblm.get_patch_management[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,"DblmClient().get_patch_management(compartment_id=compartment_id, patch_management_id=patch_management_id).data",/20160918/patchManagements/{PatchManagementId}
oci,dblm,patch_management.freeform_tags,item.patch_management.freeform_tags,object,No,oci.dblm.get_patch_management,read_get,No,oci.dblm.get_patch_management,oci.dblm.get_patch_management,1,0,oci.dblm.get_patch_management[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty","DblmClient().get_patch_management(compartment_id=compartment_id, patch_management_id=patch_management_id).data",/20160918/patchManagements/{PatchManagementId}
oci,dblm,patch_management.defined_tags,item.patch_management.defined_tags,object,No,oci.dblm.get_patch_management,read_get,No,oci.dblm.get_patch_management,oci.dblm.get_patch_management,1,0,oci.dblm.get_patch_management[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty","DblmClient().get_patch_management(compartment_id=compartment_id, patch_management_id=patch_management_id).data",/20160918/patchManagements/{PatchManagementId}
oci,dblm,vulnerability.name,item.vulnerability.name,string,No,oci.dblm.list_vulnerabilities,read_list,Yes,oci.dblm.list_vulnerabilities,oci.dblm.list_vulnerabilities,1,0,oci.dblm.list_vulnerabilities[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DblmClient().list_vulnerabilities(compartment_id=compartment_id).data,/20160918/vulnerabilities
oci,dblm,vulnerability.status,item.vulnerability.status,string,No,oci.dblm.list_vulnerabilities,read_list,Yes,oci.dblm.list_vulnerabilities,oci.dblm.list_vulnerabilities,1,0,oci.dblm.list_vulnerabilities[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DblmClient().list_vulnerabilities(compartment_id=compartment_id).data,/20160918/vulnerabilities
oci,dblm,vulnerability.time_created,item.vulnerability.time_created,string,No,oci.dblm.list_vulnerabilities,read_list,Yes,oci.dblm.list_vulnerabilities,oci.dblm.list_vulnerabilities,1,0,oci.dblm.list_vulnerabilities[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,DblmClient().list_vulnerabilities(compartment_id=compartment_id).data,/20160918/vulnerabilities
oci,dblm,vulnerability.freeform_tags,item.vulnerability.freeform_tags,object,No,oci.dblm.list_vulnerabilities,read_list,Yes,oci.dblm.list_vulnerabilities,oci.dblm.list_vulnerabilities,1,0,oci.dblm.list_vulnerabilities[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DblmClient().list_vulnerabilities(compartment_id=compartment_id).data,/20160918/vulnerabilities
oci,dblm,vulnerability.defined_tags,item.vulnerability.defined_tags,object,No,oci.dblm.list_vulnerabilities,read_list,Yes,oci.dblm.list_vulnerabilities,oci.dblm.list_vulnerabilities,1,0,oci.dblm.list_vulnerabilities[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DblmClient().list_vulnerabilities(compartment_id=compartment_id).data,/20160918/vulnerabilities
oci,dblm,vulnerability_scan.name,item.vulnerability_scan.name,string,No,oci.dblm.list_vulnerability_scans,read_list,Yes,oci.dblm.list_vulnerability_scans,oci.dblm.list_vulnerability_scans,1,0,oci.dblm.list_vulnerability_scans[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DblmClient().list_vulnerability_scans(compartment_id=compartment_id).data,/20160918/vulnerabilityScans
oci,dblm,vulnerability_scan.status,item.vulnerability_scan.status,string,No,oci.dblm.list_vulnerability_scans,read_list,Yes,oci.dblm.list_vulnerability_scans,oci.dblm.list_vulnerability_scans,1,0,oci.dblm.list_vulnerability_scans[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DblmClient().list_vulnerability_scans(compartment_id=compartment_id).data,/20160918/vulnerabilityScans
oci,dblm,vulnerability_scan.time_created,item.vulnerability_scan.time_created,string,No,oci.dblm.list_vulnerability_scans,read_list,Yes,oci.dblm.list_vulnerability_scans,oci.dblm.list_vulnerability_scans,1,0,oci.dblm.list_vulnerability_scans[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,DblmClient().list_vulnerability_scans(compartment_id=compartment_id).data,/20160918/vulnerabilityScans
oci,dblm,vulnerability_scan.freeform_tags,item.vulnerability_scan.freeform_tags,object,No,oci.dblm.list_vulnerability_scans,read_list,Yes,oci.dblm.list_vulnerability_scans,oci.dblm.list_vulnerability_scans,1,0,oci.dblm.list_vulnerability_scans[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DblmClient().list_vulnerability_scans(compartment_id=compartment_id).data,/20160918/vulnerabilityScans
oci,dblm,vulnerability_scan.defined_tags,item.vulnerability_scan.defined_tags,object,No,oci.dblm.list_vulnerability_scans,read_list,Yes,oci.dblm.list_vulnerability_scans,oci.dblm.list_vulnerability_scans,1,0,oci.dblm.list_vulnerability_scans[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DblmClient().list_vulnerability_scans(compartment_id=compartment_id).data,/20160918/vulnerabilityScans
oci,dblm,work_request.name,item.work_request.name,string,No,oci.dblm.list_work_requests,read_list,Yes,oci.dblm.list_work_requests,oci.dblm.list_work_requests,1,0,oci.dblm.list_work_requests[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DblmClient().list_work_requests(compartment_id=compartment_id).data,/20160918/workRequests
oci,dblm,work_request.status,item.work_request.status,string,No,oci.dblm.list_work_requests,read_list,Yes,oci.dblm.list_work_requests,oci.dblm.list_work_requests,1,0,oci.dblm.list_work_requests[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DblmClient().list_work_requests(compartment_id=compartment_id).data,/20160918/workRequests
oci,dblm,work_request.time_created,item.work_request.time_created,string,No,oci.dblm.list_work_requests,read_list,Yes,oci.dblm.list_work_requests,oci.dblm.list_work_requests,1,0,oci.dblm.list_work_requests[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,DblmClient().list_work_requests(compartment_id=compartment_id).data,/20160918/workRequests
oci,dblm,work_request.freeform_tags,item.work_request.freeform_tags,object,No,oci.dblm.list_work_requests,read_list,Yes,oci.dblm.list_work_requests,oci.dblm.list_work_requests,1,0,oci.dblm.list_work_requests[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DblmClient().list_work_requests(compartment_id=compartment_id).data,/20160918/workRequests
oci,dblm,work_request.defined_tags,item.work_request.defined_tags,object,No,oci.dblm.list_work_requests,read_list,Yes,oci.dblm.list_work_requests,oci.dblm.list_work_requests,1,0,oci.dblm.list_work_requests[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",DblmClient().list_work_requests(compartment_id=compartment_id).data,/20160918/workRequests
oci,dblm,aggregated_vulnerability_data.name,item.aggregated_vulnerability_data.name,string,No,oci.dblm.list_aggregated_vulnerability_data,read_list,Yes,oci.dblm.list_aggregated_vulnerability_data,oci.dblm.list_aggregated_vulnerability_data,1,0,oci.dblm.list_aggregated_vulnerability_data[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,DblmClient().list_aggregated_vulnerability_data(compartment_id=compartment_id).data,/20160918/aggregatedVulnerabilityDatas
