csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path,resource_type
ibm,context_based_restrictions,id,item.id,string,Yes,ibm.context_based_restrictions.list-available-serviceref-targets,read_list,Yes,ibm.context_based_restrictions.list-available-serviceref-targets,ibm.context_based_restrictions.list-available-serviceref-targets,1,0,ibm.context_based_restrictions.list-available-serviceref-targets[id],"equals, not_equals, contains, in",,ibm_platform_services.context_based_restrictions.ContextBasedRestrictionsV1().list_available_serviceref_targets().get_result(),,
ibm,context_based_restrictions,name,item.name,string,No,ibm.context_based_restrictions.get-rule,read_get,No,ibm.context_based_restrictions.get-rule,ibm.context_based_restrictions.get-rule,1,0,ibm.context_based_restrictions.get-rule[name],"equals, not_equals, contains, in",,ibm_platform_services.context_based_restrictions.ContextBasedRestrictionsV1().get_rule().get_result(),,
ibm,context_based_restrictions,id,item.id,string,Yes,ibm.context_based_restrictions.get-rule,read_get,No,ibm.context_based_restrictions.get-rule,ibm.context_based_restrictions.get-rule,1,0,ibm.context_based_restrictions.get-rule[id],"equals, not_equals, contains, in",,ibm_platform_services.context_based_restrictions.ContextBasedRestrictionsV1().get_rule().get_result(),,
ibm,context_based_restrictions,name,item.name,string,No,ibm.context_based_restrictions.get-serviceref-target,read_get,No,ibm.context_based_restrictions.get-serviceref-target,ibm.context_based_restrictions.get-serviceref-target,1,0,ibm.context_based_restrictions.get-serviceref-target[name],"equals, not_equals, contains, in",,ibm_platform_services.context_based_restrictions.ContextBasedRestrictionsV1().get_serviceref_target().get_result(),,
ibm,context_based_restrictions,id,item.id,string,Yes,ibm.context_based_restrictions.get-serviceref-target,read_get,No,ibm.context_based_restrictions.get-serviceref-target,ibm.context_based_restrictions.get-serviceref-target,1,0,ibm.context_based_restrictions.get-serviceref-target[id],"equals, not_equals, contains, in",,ibm_platform_services.context_based_restrictions.ContextBasedRestrictionsV1().get_serviceref_target().get_result(),,
ibm,context_based_restrictions,name,item.name,string,No,ibm.context_based_restrictions.get-zone,read_get,No,ibm.context_based_restrictions.get-zone,ibm.context_based_restrictions.get-zone,1,0,ibm.context_based_restrictions.get-zone[name],"equals, not_equals, contains, in",,ibm_platform_services.context_based_restrictions.ContextBasedRestrictionsV1().get_zone().get_result(),,
ibm,context_based_restrictions,id,item.id,string,Yes,ibm.context_based_restrictions.get-zone,read_get,No,ibm.context_based_restrictions.get-zone,ibm.context_based_restrictions.get-zone,1,0,ibm.context_based_restrictions.get-zone[id],"equals, not_equals, contains, in",,ibm_platform_services.context_based_restrictions.ContextBasedRestrictionsV1().get_zone().get_result(),,
ibm,context_based_restrictions,name,item.name,string,No,ibm.context_based_restrictions.list-rules,read_get,No,ibm.context_based_restrictions.list-rules,ibm.context_based_restrictions.list-rules,1,0,ibm.context_based_restrictions.list-rules[name],"equals, not_equals, contains, in",,ibm_platform_services.context_based_restrictions.ContextBasedRestrictionsV1().list_rules().get_result(),,
ibm,context_based_restrictions,id,item.id,string,Yes,ibm.context_based_restrictions.list-rules,read_get,No,ibm.context_based_restrictions.list-rules,ibm.context_based_restrictions.list-rules,1,0,ibm.context_based_restrictions.list-rules[id],"equals, not_equals, contains, in",,ibm_platform_services.context_based_restrictions.ContextBasedRestrictionsV1().list_rules().get_result(),,
ibm,context_based_restrictions,name,item.name,string,No,ibm.context_based_restrictions.list-zones,read_get,No,ibm.context_based_restrictions.list-zones,ibm.context_based_restrictions.list-zones,1,0,ibm.context_based_restrictions.list-zones[name],"equals, not_equals, contains, in",,ibm_platform_services.context_based_restrictions.ContextBasedRestrictionsV1().list_zones().get_result(),,
ibm,context_based_restrictions,id,item.id,string,Yes,ibm.context_based_restrictions.list-zones,read_get,No,ibm.context_based_restrictions.list-zones,ibm.context_based_restrictions.list-zones,1,0,ibm.context_based_restrictions.list-zones[id],"equals, not_equals, contains, in",,ibm_platform_services.context_based_restrictions.ContextBasedRestrictionsV1().list_zones().get_result(),,
