csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path,resource_type
ibm,partner_management,authenticator.authenticator_id,item.authenticator_id,string,Yes,ibm.partner_management.get-authenticator,read_list,Yes,ibm.partner_management.get-authenticator,ibm.partner_management.get-authenticator,1,0,ibm.partner_management.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.partner_management.PartnerManagementV1().get_authenticator().get_result(),,authenticator
ibm,partner_management,authenticator.authenticator_name,item.authenticator_name,string,No,ibm.partner_management.get-authenticator,read_list,Yes,ibm.partner_management.get-authenticator,ibm.partner_management.get-authenticator,1,0,ibm.partner_management.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.partner_management.PartnerManagementV1().get_authenticator().get_result(),,authenticator
ibm,partner_management,crn,item.crn,string,Yes,ibm.partner_management.get-authenticator,read_list,Yes,ibm.partner_management.get-authenticator,ibm.partner_management.get-authenticator,1,0,ibm.partner_management.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.partner_management.PartnerManagementV1().get_authenticator().get_result(),,
ibm,partner_management,authenticator.authenticator_status,item.authenticator_status,string,No,ibm.partner_management.get-authenticator,read_list,Yes,ibm.partner_management.get-authenticator,ibm.partner_management.get-authenticator,1,0,ibm.partner_management.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.partner_management.PartnerManagementV1().get_authenticator().get_result(),,authenticator
ibm,partner_management,authenticator.created_at,item.created_at,string,No,ibm.partner_management.get-authenticator,read_list,Yes,ibm.partner_management.get-authenticator,ibm.partner_management.get-authenticator,1,0,ibm.partner_management.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.partner_management.PartnerManagementV1().get_authenticator().get_result(),,authenticator
ibm,partner_management,authenticator.tags,item.tags,array,No,ibm.partner_management.get-authenticator,read_list,Yes,ibm.partner_management.get-authenticator,ibm.partner_management.get-authenticator,1,0,ibm.partner_management.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.partner_management.PartnerManagementV1().get_authenticator().get_result(),,authenticator
ibm,partner_management,billing_option.billing_option_id,item.billing_option_id,string,Yes,ibm.partner_management.get-billing-options,read_list,Yes,ibm.partner_management.get-billing-options,ibm.partner_management.get-billing-options,1,0,ibm.partner_management.get-billing-options[billing_option_id|billing_option_name|billing_option_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.partner_management.PartnerManagementV1().get_billing_options().get_result(),,billing_option
ibm,partner_management,billing_option.billing_option_name,item.billing_option_name,string,No,ibm.partner_management.get-billing-options,read_list,Yes,ibm.partner_management.get-billing-options,ibm.partner_management.get-billing-options,1,0,ibm.partner_management.get-billing-options[billing_option_id|billing_option_name|billing_option_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.partner_management.PartnerManagementV1().get_billing_options().get_result(),,billing_option
ibm,partner_management,billing_option.billing_option_status,item.billing_option_status,string,No,ibm.partner_management.get-billing-options,read_list,Yes,ibm.partner_management.get-billing-options,ibm.partner_management.get-billing-options,1,0,ibm.partner_management.get-billing-options[billing_option_id|billing_option_name|billing_option_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.partner_management.PartnerManagementV1().get_billing_options().get_result(),,billing_option
ibm,partner_management,billing_option.created_at,item.created_at,string,No,ibm.partner_management.get-billing-options,read_list,Yes,ibm.partner_management.get-billing-options,ibm.partner_management.get-billing-options,1,0,ibm.partner_management.get-billing-options[billing_option_id|billing_option_name|billing_option_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.partner_management.PartnerManagementV1().get_billing_options().get_result(),,billing_option
