csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path,resource_type
ibm,usage_metering,authenticator.authenticator_id,item.authenticator_id,string,Yes,ibm.usage_metering.get-authenticator,read_list,Yes,ibm.usage_metering.get-authenticator,ibm.usage_metering.get-authenticator,1,0,ibm.usage_metering.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.usage_metering.UsageMeteringV1().get_authenticator().get_result(),,authenticator
ibm,usage_metering,authenticator.authenticator_name,item.authenticator_name,string,No,ibm.usage_metering.get-authenticator,read_list,Yes,ibm.usage_metering.get-authenticator,ibm.usage_metering.get-authenticator,1,0,ibm.usage_metering.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.usage_metering.UsageMeteringV1().get_authenticator().get_result(),,authenticator
ibm,usage_metering,crn,item.crn,string,Yes,ibm.usage_metering.get-authenticator,read_list,Yes,ibm.usage_metering.get-authenticator,ibm.usage_metering.get-authenticator,1,0,ibm.usage_metering.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.usage_metering.UsageMeteringV1().get_authenticator().get_result(),,
ibm,usage_metering,authenticator.authenticator_status,item.authenticator_status,string,No,ibm.usage_metering.get-authenticator,read_list,Yes,ibm.usage_metering.get-authenticator,ibm.usage_metering.get-authenticator,1,0,ibm.usage_metering.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.usage_metering.UsageMeteringV1().get_authenticator().get_result(),,authenticator
ibm,usage_metering,authenticator.created_at,item.created_at,string,No,ibm.usage_metering.get-authenticator,read_list,Yes,ibm.usage_metering.get-authenticator,ibm.usage_metering.get-authenticator,1,0,ibm.usage_metering.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.usage_metering.UsageMeteringV1().get_authenticator().get_result(),,authenticator
ibm,usage_metering,authenticator.tags,item.tags,array,No,ibm.usage_metering.get-authenticator,read_list,Yes,ibm.usage_metering.get-authenticator,ibm.usage_metering.get-authenticator,1,0,ibm.usage_metering.get-authenticator[authenticator_id|authenticator_name|crn|authenticator_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.usage_metering.UsageMeteringV1().get_authenticator().get_result(),,authenticator
ibm,usage_metering,enable_gzip_compression.enable_gzip_compression_id,item.enable_gzip_compression_id,string,Yes,ibm.usage_metering.get-enable-gzip-compression,read_list,Yes,ibm.usage_metering.get-enable-gzip-compression,ibm.usage_metering.get-enable-gzip-compression,1,0,ibm.usage_metering.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.usage_metering.UsageMeteringV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,usage_metering,enable_gzip_compression.enable_gzip_compression_name,item.enable_gzip_compression_name,string,No,ibm.usage_metering.get-enable-gzip-compression,read_list,Yes,ibm.usage_metering.get-enable-gzip-compression,ibm.usage_metering.get-enable-gzip-compression,1,0,ibm.usage_metering.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.usage_metering.UsageMeteringV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,usage_metering,enable_gzip_compression.enable_gzip_compression_status,item.enable_gzip_compression_status,string,No,ibm.usage_metering.get-enable-gzip-compression,read_list,Yes,ibm.usage_metering.get-enable-gzip-compression,ibm.usage_metering.get-enable-gzip-compression,1,0,ibm.usage_metering.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.usage_metering.UsageMeteringV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
ibm,usage_metering,enable_gzip_compression.created_at,item.created_at,string,No,ibm.usage_metering.get-enable-gzip-compression,read_list,Yes,ibm.usage_metering.get-enable-gzip-compression,ibm.usage_metering.get-enable-gzip-compression,1,0,ibm.usage_metering.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],"equals, not_equals, contains, in",,ibm_platform_services.usage_metering.UsageMeteringV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression
