csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path
oci,limits,ocid,item.ocid,string,Yes,oci.limits.list_quotas,read_list,Yes,oci.limits.list_quotas,oci.limits.list_quotas,1,0,oci.limits.list_quotas[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,LimitsClient().list_quotas(compartment_id=compartment_id).data,/20160918/quotas
oci,limits,compartment_id,item.compartment_id,string,Yes,oci.limits.list_quotas,read_list,Yes,oci.limits.list_quotas,oci.limits.list_quotas,1,0,oci.limits.list_quotas[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"equals, exists, not_equals",exists,LimitsClient().list_quotas(compartment_id=compartment_id).data,/20160918/quotas
oci,limits,quota.name,item.quota.name,string,No,oci.limits.list_quotas,read_list,Yes,oci.limits.list_quotas,oci.limits.list_quotas,1,0,oci.limits.list_quotas[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,LimitsClient().list_quotas(compartment_id=compartment_id).data,/20160918/quotas
oci,limits,quota.status,item.quota.status,string,No,oci.limits.list_quotas,read_list,Yes,oci.limits.list_quotas,oci.limits.list_quotas,1,0,oci.limits.list_quotas[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, in, not_equals",,LimitsClient().list_quotas(compartment_id=compartment_id).data,/20160918/quotas
oci,limits,quota.time_created,item.quota.time_created,string,No,oci.limits.list_quotas,read_list,Yes,oci.limits.list_quotas,oci.limits.list_quotas,1,0,oci.limits.list_quotas[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"contains, equals, exists, in, not_equals",exists,LimitsClient().list_quotas(compartment_id=compartment_id).data,/20160918/quotas
oci,limits,quota.freeform_tags,item.quota.freeform_tags,object,No,oci.limits.list_quotas,read_list,Yes,oci.limits.list_quotas,oci.limits.list_quotas,1,0,oci.limits.list_quotas[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",LimitsClient().list_quotas(compartment_id=compartment_id).data,/20160918/quotas
oci,limits,quota.defined_tags,item.quota.defined_tags,object,No,oci.limits.list_quotas,read_list,Yes,oci.limits.list_quotas,oci.limits.list_quotas,1,0,oci.limits.list_quotas[ocid|compartment_id|name|status|time_created|freeform_tags|defined_tags],"exists, not_empty","exists, not_empty",LimitsClient().list_quotas(compartment_id=compartment_id).data,/20160918/quotas
