csp,service,op_name,op_kind,is_independent,python_call,yaml_action,required_params,optional_params,param_count,output_fields,output_fields_types,compliance_categories,resource_type,target_resource_id_param,iam_action,ciem_rule_count,ciem_rule_yaml,is_active,updated_at
azure,adhybridhealthservice,azure.adhybridhealthservice.servicemembers_getserviceconfiguration,write_other,No,client.servicemembers_getserviceconfiguration(),serviceMembers_getServiceConfiguration,id,,1,,,,,id,adhybridhealthservice:serviceMembers_getServiceConfiguration,0,,true,2026-04-17T14:43:53Z
azure,adhybridhealthservice,azure.adhybridhealthservice.servicemembers_getconnectormetadata,write_other,No,client.servicemembers_getconnectormetadata(),serviceMembers_getConnectorMetadata,id,,1,,,,,id,adhybridhealthservice:serviceMembers_getConnectorMetadata,0,,true,2026-04-17T14:43:53Z
azure,advisor,azure.advisor.create_in_resource_group,write_create,No,client.create_in_resource_group(),create_in_resource_group,configuration_name|resource_group|config_contract,,3,,,,,configuration_name,advisor:create_in_resource_group,0,,true,2026-04-17T14:43:53Z
azure,advisor,azure.advisor.create_in_subscription,write_create,No,client.create_in_subscription(),create_in_subscription,configuration_name|config_contract,,2,,,,,configuration_name,advisor:create_in_subscription,0,,true,2026-04-17T14:43:53Z
azure,advisor,azure.advisor.generate,write_other,No,client.generate(),generate,,,0,,,,,,advisor:generate,0,,true,2026-04-17T14:43:53Z
azure,advisor,azure.advisor.create,write_create,No,client.create(),create,resource_uri|recommendation_id|name|suppression_contract,,4,,,,,resource_uri,advisor:create,0,,true,2026-04-17T14:43:53Z
azure,advisor,azure.advisor.delete,write_delete,No,client.delete(),delete,resource_uri|recommendation_id|name,,3,,,,,resource_uri,advisor:delete,0,,true,2026-04-17T14:43:53Z
azure,agrifood,azure.agrifood.create_or_update,write_create,No,client.create_or_update(),create_or_update,farm_beats_resource_name,body|content_type,3,,,,,farm_beats_resource_name,agrifood:create_or_update,0,,true,2026-04-17T14:43:53Z
azure,agrifood,azure.agrifood.delete,write_delete,No,client.delete(),delete,farm_beats_resource_name,,1,,,,,farm_beats_resource_name,agrifood:delete,0,,true,2026-04-17T14:43:53Z
azure,agrifood,azure.agrifood.begin_update,write_update,No,client.begin_update(),begin_update,farm_beats_resource_name|body,content_type|polling,4,,,,,farm_beats_resource_name,agrifood:begin_update,0,,true,2026-04-17T14:43:53Z
azure,agrifood,azure.agrifood.begin_delete,write_delete,No,client.begin_delete(),begin_delete,farm_beats_resource_name|private_endpoint_connection_name,polling,3,,,,,farm_beats_resource_name,agrifood:begin_delete,0,,true,2026-04-17T14:43:53Z
azure,alertsmanagement,azure.alertsmanagement.create_update,write_create,No,client.create_update(),create_update,action_rule_name|action_rule,,2,,,,,action_rule_name,alertsmanagement:create_update,0,,true,2026-04-17T14:43:53Z
azure,alertsmanagement,azure.alertsmanagement.delete,write_delete,No,client.delete(),delete,alert_rule_name,,1,,,,,alert_rule_name,alertsmanagement:delete,0,,true,2026-04-17T14:43:53Z
azure,alertsmanagement,azure.alertsmanagement.update,write_update,No,client.update(),update,action_rule_name|action_rule_patch,,2,,,,,action_rule_name,alertsmanagement:update,0,,true,2026-04-17T14:43:53Z
azure,alertsmanagement,azure.alertsmanagement.change_state,write_other,No,client.change_state(),change_state,smart_group_id|new_state,,2,,,,,smart_group_id,alertsmanagement:change_state,0,,true,2026-04-17T14:43:53Z
azure,alertsmanagement,azure.alertsmanagement.meta_data,write_other,No,client.meta_data(),meta_data,identifier,,1,,,,,identifier,alertsmanagement:meta_data,0,,true,2026-04-17T14:43:53Z
azure,alertsmanagement,azure.alertsmanagement.create_or_update,write_create,No,client.create_or_update(),create_or_update,alert_rule_name|parameters,,2,,,,,alert_rule_name,alertsmanagement:create_or_update,0,,true,2026-04-17T14:43:53Z
azure,alertsmanagement,azure.alertsmanagement.patch,write_update,No,client.patch(),patch,alert_rule_name|parameters,,2,,,,,alert_rule_name,alertsmanagement:patch,0,,true,2026-04-17T14:43:53Z
azure,analysisservices,azure.analysisservices.servers_listskusfornew,write_other,Yes,client.servers_listskusfornew(),Servers_ListSkusForNew,,,0,,,,,,analysisservices:Servers_ListSkusForNew,0,,true,2026-04-17T14:43:53Z
azure,analysisservices,azure.analysisservices.servers_getdetails,write_other,No,client.servers_getdetails(),Servers_GetDetails,id,,1,,,,,id,analysisservices:Servers_GetDetails,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.create_or_update,write_create,No,client.create_or_update(),create_or_update,service_name|workspace_id|tag_id|product_link_id|parameters,,5,,,,,service_name,apimanagement:create_or_update,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.delete,write_delete,No,client.delete(),delete,service_name|workspace_id|tag_id|product_link_id,,4,,,,,service_name,apimanagement:delete,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.update,write_update,No,client.update(),update,service_name|workspace_id|tag_id|if_match|parameters,,5,,,,,service_name,apimanagement:update,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.begin_create_or_update,write_create,No,client.begin_create_or_update(),begin_create_or_update,service_name|workspace_id|id|parameters,if_match,5,,,,,service_name,apimanagement:begin_create_or_update,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.begin_delete,write_delete,No,client.begin_delete(),begin_delete,service_name|user_id|if_match,delete_subscriptions|notify|app_type,6,,,,,service_name,apimanagement:begin_delete,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.begin_update,write_update,No,client.begin_update(),begin_update,service_name|workspace_id|named_value_id|if_match|parameters,,5,,,,,service_name,apimanagement:begin_update,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.begin_perform_connectivity_check_async,write_other,No,client.begin_perform_connectivity_check_async(),begin_perform_connectivity_check_async,service_name|connectivity_check_request_params,,2,,,,,service_name,apimanagement:begin_perform_connectivity_check_async,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.begin_apply_network_configuration_updates,write_update,No,client.begin_apply_network_configuration_updates(),begin_apply_network_configuration_updates,service_name,parameters,2,,,,,service_name,apimanagement:begin_apply_network_configuration_updates,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.begin_backup,write_other,No,client.begin_backup(),begin_backup,service_name|parameters,,2,,,,,service_name,apimanagement:begin_backup,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.begin_migrate_to_stv2,write_other,No,client.begin_migrate_to_stv2(),begin_migrate_to_stv2,service_name,parameters,2,,,,,service_name,apimanagement:begin_migrate_to_stv2,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.begin_restore,write_other,No,client.begin_restore(),begin_restore,service_name|parameters,,2,,,,,service_name,apimanagement:begin_restore,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.post,write_other,No,client.post(),post,service_name|authorization_provider_id|authorization_id|parameters,,4,,,,,service_name,apimanagement:post,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.confirm_consent_code,write_other,No,client.confirm_consent_code(),confirm_consent_code,service_name|authorization_provider_id|authorization_id|parameters,,4,,,,,service_name,apimanagement:confirm_consent_code,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.reconnect,write_other,No,client.reconnect(),reconnect,service_name|backend_id,parameters,3,,,,,service_name,apimanagement:reconnect,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.refresh_secret,write_other,No,client.refresh_secret(),refresh_secret,service_name|workspace_id|certificate_id,,3,,,,,service_name,apimanagement:refresh_secret,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.begin_purge,write_other,No,client.begin_purge(),begin_purge,service_name|location,,2,,,,,service_name,apimanagement:begin_purge,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.generate_token,write_other,No,client.generate_token(),generate_token,service_name|gateway_id|parameters,,3,,,,,service_name,apimanagement:generate_token,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.invalidate_debug_credentials,write_other,No,client.invalidate_debug_credentials(),invalidate_debug_credentials,service_name|gateway_id,,2,,,,,service_name,apimanagement:invalidate_debug_credentials,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.regenerate_key,write_update,No,client.regenerate_key(),regenerate_key,service_name|gateway_id|parameters,,3,,,,,service_name,apimanagement:regenerate_key,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.check_entity_exists,write_other,No,client.check_entity_exists(),check_entity_exists,service_name|workspace_id|notification_name|user_id,,4,,,,,service_name,apimanagement:check_entity_exists,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.create,write_create,No,client.create(),create,service_name|workspace_id|group_id|user_id,,4,,,,,service_name,apimanagement:create,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.begin_refresh_secret,write_other,No,client.begin_refresh_secret(),begin_refresh_secret,service_name|workspace_id|named_value_id,,3,,,,,service_name,apimanagement:begin_refresh_secret,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.begin_by_service,write_other,No,client.begin_by_service(),begin_by_service,service_name,,1,,,,,service_name,apimanagement:begin_by_service,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.regenerate_primary_key,write_update,No,client.regenerate_primary_key(),regenerate_primary_key,service_name|workspace_id|sid,,3,,,,,service_name,apimanagement:regenerate_primary_key,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.regenerate_secondary_key,write_update,No,client.regenerate_secondary_key(),regenerate_secondary_key,service_name|workspace_id|sid,,3,,,,,service_name,apimanagement:regenerate_secondary_key,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.assign_to_api,write_other,No,client.assign_to_api(),assign_to_api,service_name|api_id|tag_id,,3,,,,,service_name,apimanagement:assign_to_api,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.assign_to_operation,write_other,No,client.assign_to_operation(),assign_to_operation,service_name|api_id|operation_id|tag_id,,4,,,,,service_name,apimanagement:assign_to_operation,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.assign_to_product,write_other,No,client.assign_to_product(),assign_to_product,service_name|product_id|tag_id,,3,,,,,service_name,apimanagement:assign_to_product,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.detach_from_api,write_other,No,client.detach_from_api(),detach_from_api,service_name|api_id|tag_id,,3,,,,,service_name,apimanagement:detach_from_api,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.detach_from_operation,write_other,No,client.detach_from_operation(),detach_from_operation,service_name|api_id|operation_id|tag_id,,4,,,,,service_name,apimanagement:detach_from_operation,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.detach_from_product,write_other,No,client.detach_from_product(),detach_from_product,service_name|product_id|tag_id,,3,,,,,service_name,apimanagement:detach_from_product,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.begin_deploy,write_other,No,client.begin_deploy(),begin_deploy,service_name|configuration_name|parameters,,3,,,,,service_name,apimanagement:begin_deploy,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.begin_save,write_other,No,client.begin_save(),begin_save,service_name|configuration_name|parameters,,3,,,,,service_name,apimanagement:begin_save,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.begin_validate,write_other,No,client.begin_validate(),begin_validate,service_name|configuration_name|parameters,,3,,,,,service_name,apimanagement:begin_validate,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.send,write_other,No,client.send(),send,service_name|user_id,app_type,3,,,,,service_name,apimanagement:send,0,,true,2026-04-17T14:43:53Z
azure,apimanagement,azure.apimanagement.generate_sso_url,write_other,No,client.generate_sso_url(),generate_sso_url,service_name|user_id,,2,,,,,service_name,apimanagement:generate_sso_url,0,,true,2026-04-17T14:43:53Z
azure,app,azure.app.containerappsrevisions_getrevision,write_other,No,client.containerappsrevisions_getrevision(),ContainerAppsRevisions_GetRevision,id,,1,,,,,id,app:ContainerAppsRevisions_GetRevision,0,,true,2026-04-17T14:43:53Z
azure,app,azure.app.containerappsrevisionreplicas_getreplica,write_other,No,client.containerappsrevisionreplicas_getreplica(),ContainerAppsRevisionReplicas_GetReplica,id,,1,,,,,id,app:ContainerAppsRevisionReplicas_GetReplica,0,,true,2026-04-17T14:43:53Z
azure,app,azure.app.containerapps_getauthtoken,write_other,No,client.containerapps_getauthtoken(),ContainerApps_GetAuthToken,id,,1,,,,,id,app:ContainerApps_GetAuthToken,0,,true,2026-04-17T14:43:53Z
azure,app,azure.app.containerappsdiagnostics_getdetector,write_other,No,client.containerappsdiagnostics_getdetector(),ContainerAppsDiagnostics_GetDetector,id,,1,,,,,id,app:ContainerAppsDiagnostics_GetDetector,0,,true,2026-04-17T14:43:53Z
azure,app,azure.app.containerappsdiagnostics_getrevision,write_other,No,client.containerappsdiagnostics_getrevision(),ContainerAppsDiagnostics_GetRevision,id,,1,,,,,id,app:ContainerAppsDiagnostics_GetRevision,0,,true,2026-04-17T14:43:53Z
azure,app,azure.app.containerappsdiagnostics_getroot,write_other,No,client.containerappsdiagnostics_getroot(),ContainerAppsDiagnostics_GetRoot,id,,1,,,,,id,app:ContainerAppsDiagnostics_GetRoot,0,,true,2026-04-17T14:43:53Z
azure,app,azure.app.managedenvironmentdiagnostics_getdetector,write_other,No,client.managedenvironmentdiagnostics_getdetector(),ManagedEnvironmentDiagnostics_GetDetector,id,,1,,,,,id,app:ManagedEnvironmentDiagnostics_GetDetector,0,,true,2026-04-17T14:43:53Z
azure,app,azure.app.managedenvironmentsdiagnostics_getroot,write_other,No,client.managedenvironmentsdiagnostics_getroot(),ManagedEnvironmentsDiagnostics_GetRoot,id,,1,,,,,id,app:ManagedEnvironmentsDiagnostics_GetRoot,0,,true,2026-04-17T14:43:53Z
azure,app,azure.app.managedenvironments_getauthtoken,write_other,No,client.managedenvironments_getauthtoken(),ManagedEnvironments_GetAuthToken,id,,1,,,,,id,app:ManagedEnvironments_GetAuthToken,0,,true,2026-04-17T14:43:53Z
azure,app,azure.app.jobs_getdetector,write_other,No,client.jobs_getdetector(),Jobs_GetDetector,id,,1,,,,,id,app:Jobs_GetDetector,0,,true,2026-04-17T14:43:53Z
azure,app,azure.app.jobs_proxyget,write_other,No,client.jobs_proxyget(),Jobs_ProxyGet,id,,1,,,,,id,app:Jobs_ProxyGet,0,,true,2026-04-17T14:43:53Z
azure,app,azure.app.getcustomdomainverificationid,write_other,No,client.getcustomdomainverificationid(),GetCustomDomainVerificationId,id,,1,,,,,id,app:GetCustomDomainVerificationId,0,,true,2026-04-17T14:43:53Z
azure,app,azure.app.logicapps_getworkflow,write_other,No,client.logicapps_getworkflow(),LogicApps_GetWorkflow,id,,1,,,,,id,app:LogicApps_GetWorkflow,0,,true,2026-04-17T14:43:53Z
azure,appcomplianceautomation,azure.appcomplianceautomation.provideractions_listinusestorageaccounts,write_other,Yes,client.provideractions_listinusestorageaccounts(),ProviderActions_ListInUseStorageAccounts,,,0,,,,,,appcomplianceautomation:ProviderActions_ListInUseStorageAccounts,0,,true,2026-04-17T14:43:53Z
azure,appcomplianceautomation,azure.appcomplianceautomation.provideractions_getcollectioncount,write_other,No,client.provideractions_getcollectioncount(),ProviderActions_GetCollectionCount,id,,1,,,,,id,appcomplianceautomation:ProviderActions_GetCollectionCount,0,,true,2026-04-17T14:43:53Z
azure,appcomplianceautomation,azure.appcomplianceautomation.provideractions_getoverviewstatus,write_other,No,client.provideractions_getoverviewstatus(),ProviderActions_GetOverviewStatus,id,,1,,,,,id,appcomplianceautomation:ProviderActions_GetOverviewStatus,0,,true,2026-04-17T14:43:53Z
azure,appcomplianceautomation,azure.appcomplianceautomation.report_getscopingquestions,write_other,No,client.report_getscopingquestions(),Report_GetScopingQuestions,id,,1,,,,,id,appcomplianceautomation:Report_GetScopingQuestions,0,,true,2026-04-17T14:43:53Z
azure,appconfiguration,azure.appconfiguration.configurationstores_listdeleted,write_delete,Yes,client.configurationstores_listdeleted(),ConfigurationStores_ListDeleted,,,0,,,,,,appconfiguration:ConfigurationStores_ListDeleted,0,,true,2026-04-17T14:43:53Z
azure,appconfiguration,azure.appconfiguration.configurationstores_getdeleted,write_delete,No,client.configurationstores_getdeleted(),ConfigurationStores_GetDeleted,id,,1,,,,,id,appconfiguration:ConfigurationStores_GetDeleted,0,,true,2026-04-17T14:43:53Z
azure,applicationinsights,azure.applicationinsights.create_or_update,write_create,No,client.create_or_update(),create_or_update,web_test_name|web_test_definition,,2,,,,,web_test_name,applicationinsights:create_or_update,0,,true,2026-04-17T14:43:53Z
azure,applicationinsights,azure.applicationinsights.delete,write_delete,No,client.delete(),delete,web_test_name,,1,,,,,web_test_name,applicationinsights:delete,0,,true,2026-04-17T14:43:53Z
azure,applicationinsights,azure.applicationinsights.purge,write_other,No,client.purge(),purge,resource_name|body,,2,,,,,resource_name,applicationinsights:purge,0,,true,2026-04-17T14:43:53Z
azure,applicationinsights,azure.applicationinsights.update_tags,write_update,No,client.update_tags(),update_tags,web_test_name|web_test_tags,,2,,,,,web_test_name,applicationinsights:update_tags,0,,true,2026-04-17T14:43:53Z
azure,applicationinsights,azure.applicationinsights.update,write_update,No,client.update(),update,resource_name|configuration_id|proactive_detection_properties,,3,,,,,resource_name,applicationinsights:update,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_create_or_update,write_create,No,client.begin_create_or_update(),begin_create_or_update,service_name|storage_name|storage_resource,,3,,,,,service_name,appplatform:begin_create_or_update,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_delete,write_delete,No,client.begin_delete(),begin_delete,service_name|storage_name,,2,,,,,service_name,appplatform:begin_delete,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.validate_domain,write_other,No,client.validate_domain(),validate_domain,service_name|gateway_name|validate_payload,,3,,,,,service_name,appplatform:validate_domain,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_set_active_deployments,write_update,No,client.begin_set_active_deployments(),begin_set_active_deployments,service_name|app_name|active_deployment_collection,,3,,,,,service_name,appplatform:begin_set_active_deployments,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_update,write_update,No,client.begin_update(),begin_update,service_name|resource,,2,,,,,service_name,appplatform:begin_update,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_update_put,write_create,No,client.begin_update_put(),begin_update_put,service_name|monitoring_setting_resource,,2,,,,,service_name,appplatform:begin_update_put,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_delete_build,write_delete,No,client.begin_delete_build(),begin_delete_build,service_name|build_service_name|build_name,,3,,,,,service_name,appplatform:begin_delete_build,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.create_or_update_build,write_create,No,client.create_or_update_build(),create_or_update_build,service_name|build_service_name|build_name|build,,4,,,,,service_name,appplatform:create_or_update_build,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_update_patch,write_update,No,client.begin_update_patch(),begin_update_patch,service_name|monitoring_setting_resource,,2,,,,,service_name,appplatform:begin_update_patch,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_validate,write_other,No,client.begin_validate(),begin_validate,service_name|application_accelerator_name|customized_accelerator_name|properties,,4,,,,,service_name,appplatform:begin_validate,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_validate_resource,write_other,No,client.begin_validate_resource(),begin_validate_resource,service_name|configuration_service_name|configuration_service_resource,,3,,,,,service_name,appplatform:begin_validate_resource,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_disable_remote_debugging,write_other,No,client.begin_disable_remote_debugging(),begin_disable_remote_debugging,service_name|app_name|deployment_name,,3,,,,,service_name,appplatform:begin_disable_remote_debugging,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_enable_remote_debugging,write_other,No,client.begin_enable_remote_debugging(),begin_enable_remote_debugging,service_name|app_name|deployment_name,remote_debugging_payload,4,,,,,service_name,appplatform:begin_enable_remote_debugging,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_generate_heap_dump,write_other,No,client.begin_generate_heap_dump(),begin_generate_heap_dump,service_name|app_name|deployment_name|diagnostic_parameters,,4,,,,,service_name,appplatform:begin_generate_heap_dump,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_generate_thread_dump,write_other,No,client.begin_generate_thread_dump(),begin_generate_thread_dump,service_name|app_name|deployment_name|diagnostic_parameters,,4,,,,,service_name,appplatform:begin_generate_thread_dump,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_restart,write_other,No,client.begin_restart(),begin_restart,service_name|gateway_name,,2,,,,,service_name,appplatform:begin_restart,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_start,write_other,No,client.begin_start(),begin_start,service_name,,1,,,,,service_name,appplatform:begin_start,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_start_jfr,write_other,No,client.begin_start_jfr(),begin_start_jfr,service_name|app_name|deployment_name|diagnostic_parameters,,4,,,,,service_name,appplatform:begin_start_jfr,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_stop,write_other,No,client.begin_stop(),begin_stop,service_name,,1,,,,,service_name,appplatform:begin_stop,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_disable,write_other,No,client.begin_disable(),begin_disable,service_name|application_accelerator_name|predefined_accelerator_name,,3,,,,,service_name,appplatform:begin_disable,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_enable,write_other,No,client.begin_enable(),begin_enable,service_name|application_accelerator_name|predefined_accelerator_name,,3,,,,,service_name,appplatform:begin_enable,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_disable_apm_globally,write_other,No,client.begin_disable_apm_globally(),begin_disable_apm_globally,service_name|apm,,2,,,,,service_name,appplatform:begin_disable_apm_globally,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_enable_apm_globally,write_other,No,client.begin_enable_apm_globally(),begin_enable_apm_globally,service_name|apm,,2,,,,,service_name,appplatform:begin_enable_apm_globally,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.begin_flush_vnet_dns_setting,write_other,No,client.begin_flush_vnet_dns_setting(),begin_flush_vnet_dns_setting,service_name,,1,,,,,service_name,appplatform:begin_flush_vnet_dns_setting,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.disable_test_endpoint,write_other,No,client.disable_test_endpoint(),disable_test_endpoint,service_name,,1,,,,,service_name,appplatform:disable_test_endpoint,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.enable_test_endpoint,write_other,No,client.enable_test_endpoint(),enable_test_endpoint,service_name,,1,,,,,service_name,appplatform:enable_test_endpoint,0,,true,2026-04-17T14:43:53Z
azure,appplatform,azure.appplatform.regenerate_test_key,write_update,No,client.regenerate_test_key(),regenerate_test_key,service_name|regenerate_test_key_request,,2,,,,,service_name,appplatform:regenerate_test_key,0,,true,2026-04-17T14:43:53Z
azure,attestation,azure.attestation.attestationproviders_listdefault,write_other,Yes,client.attestationproviders_listdefault(),AttestationProviders_ListDefault,,,0,,,,,,attestation:AttestationProviders_ListDefault,0,,true,2026-04-17T14:43:53Z
azure,attestation,azure.attestation.attestationproviders_getdefaultbylocation,write_other,No,client.attestationproviders_getdefaultbylocation(),AttestationProviders_GetDefaultByLocation,id,,1,,,,,id,attestation:AttestationProviders_GetDefaultByLocation,0,,true,2026-04-17T14:43:53Z
azure,authorization,azure.authorization.create,write_create,No,client.create(),create,scope|role_assignment_name|parameters,content_type,4,,,,,scope,authorization:create,0,,true,2026-04-17T14:43:53Z
azure,authorization,azure.authorization.create_by_id,write_create,No,client.create_by_id(),create_by_id,role_id|parameters,content_type,3,,,,,role_id,authorization:create_by_id,0,,true,2026-04-17T14:43:53Z
